Day,Adjumani sim,Adjumani data,Adjumani error,East_Darfur sim,East_Darfur data,East_Darfur error,Haut-Uele sim,Haut-Uele data,Haut-Uele error,Ituri sim,Ituri data,Ituri error,Kakuma sim,Kakuma data,Kakuma error,Kiryandongo sim,Kiryandongo data,Kiryandongo error,Meri sim,Meri data,Meri error,North_Darfur sim,North_Darfur data,North_Darfur error,Rhino sim,Rhino data,Rhino error,South_Darfur sim,South_Darfur data,South_Darfur error,South_Kordofan sim,South_Kordofan data,South_Kordofan error,West_Kordofan sim,West_Kordofan data,West_Kordofan error,White_Nile sim,White_Nile data,White_Nile error,Jewi sim,Jewi data,Jewi error,Kule sim,Kule data,Kule error,Nguenyyiel sim,Nguenyyiel data,Nguenyyiel error,Okugo sim,Okugo data,Okugo error,Pugnido sim,Pugnido data,Pugnido error,Pugnido_II sim,Pugnido_II data,Pugnido_II error,Tierkidi sim,Tierkidi data,Tierkidi error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
90,17462,49153,0.6447419282648058,105,8309,0.987363100252738,5171,12518,0.5869148426266177,949,9491,0.900010536297545,12811,1521,7.422748191978961,5098,0,0.0,13411,4342,2.0886688162137266,27,0,0.0,5374,11759,0.5429883493494345,216,49,3.408163265306122,449,0,0.0,205,31,5.612903225806452,1803,6773,0.7337959545253212,64,3840,0.9833333333333333,992,929,0.06781485468245418,477,0,0.0,231,913,0.7469879518072289,491,33,13.878787878787879,9,39,0.7692307692307692,398,935,0.574331550802139,0.8987752519546256,110635,110635,110635,65743,0
91,17722,49153,0.6394523223404471,114,8310,0.9862815884476535,5259,12518,0.5798849656494648,963,9779,0.9015236731772165,13022,1631,6.98405885959534,5181,0,0.0,13595,4391,2.0961056706900476,30,0,0.0,5461,11808,0.5375169376693767,225,49,3.591836734693878,474,0,0.0,212,32,5.625,1882,6860,0.7256559766763848,70,3909,0.9820926068048094,1046,930,0.12473118279569895,500,0,0.0,244,914,0.7330415754923414,512,33,14.515151515151516,10,39,0.7435897435897436,418,935,0.5529411764705883,0.8968649756044963,111291,111291,111291,66940,0
92,17953,49370,0.636358112213895,116,8311,0.9860425941523282,5360,12518,0.5718165841188688,978,9779,0.899989774005522,13226,1664,6.9483173076923075,5258,0,0.0,13744,4439,2.096192836224375,29,0,0.0,5535,12224,0.5472022251308901,236,49,3.816326530612245,499,0,0.0,226,33,5.848484848484849,1947,6947,0.7197351374694112,71,3977,0.9821473472466683,1088,930,0.1698924731182796,521,0,0.0,251,915,0.7256830601092896,536,33,15.242424242424242,10,39,0.7435897435897436,436,935,0.5336898395721925,0.8966682417553026,112163,112163,112163,68020,0
93,18190,49587,0.6331699840684051,124,8312,0.9850818094321463,5448,12518,0.5647867071417159,995,9779,0.8982513549442683,13401,1697,6.896876841484973,5340,0,0.0,13920,4487,2.102295520392244,33,0,0.0,5613,12640,0.5559335443037975,248,49,4.061224489795919,529,0,0.0,238,34,6.0,2014,7034,0.7136764287745238,74,4045,0.9817058096415328,1139,930,0.22473118279569881,547,0,0.0,271,916,0.7041484716157205,547,33,15.575757575757574,11,39,0.717948717948718,458,935,0.5101604278074866,0.8963506878400496,113035,113035,113035,69140,0
94,18455,49804,0.629447433941049,131,8313,0.9842415493804884,5546,12518,0.5569579805080684,1015,9779,0.8962061560486757,13600,1729,6.865818392134182,5422,0,0.0,14111,4535,2.111576626240353,34,0,0.0,5681,13057,0.5649077123382094,257,49,4.244897959183674,544,0,0.0,247,35,6.057142857142857,2083,7121,0.7074849038056452,73,4113,0.9822513980063214,1190,931,0.27819548872180455,578,0,0.0,284,917,0.6902944383860414,574,33,16.393939393939394,11,39,0.717948717948718,480,935,0.4866310160427807,0.8961793728271938,113908,113908,113908,70316,0
95,18673,50021,0.6266967873493132,138,8313,0.9833994947672321,5663,12518,0.547611439527081,1036,9779,0.8940586972083036,13778,1757,6.841775754126352,5521,0,0.0,14291,4584,2.117582897033159,35,0,0.0,5755,13473,0.5728494025087212,270,49,4.510204081632653,562,0,0.0,255,36,6.083333333333333,2150,7207,0.7016789232690439,75,4182,0.9820659971305595,1248,931,0.3404940923737916,603,0,0.0,295,918,0.6786492374727668,596,33,17.060606060606062,11,39,0.717948717948718,503,935,0.46203208556149733,0.8961446307993901,114775,114775,114775,71458,0
96,18867,50239,0.624455104600012,147,8314,0.9823189800336781,5766,12518,0.5393832880651861,1048,9779,0.8928315778709479,13969,1784,6.830156950672646,5587,0,0.0,14442,4632,2.1178756476683938,38,0,0.0,5832,13889,0.5800993592051263,280,49,4.714285714285714,595,0,0.0,260,37,6.027027027027027,2209,7294,0.6971483411022759,78,4250,0.9816470588235294,1307,932,0.4023605150214593,628,0,0.0,313,920,0.6597826086956522,621,33,17.818181818181817,11,39,0.717948717948718,530,935,0.4331550802139037,0.8961640897928125,115644,115644,115644,72528,0
97,19087,50456,0.6217100047566196,148,8315,0.9822008418520746,5853,12518,0.5324332960536826,1055,9779,0.8921157582574906,14148,1811,6.81225842076201,5667,0,0.0,14612,4680,2.1222222222222222,40,0,0.0,5900,14306,0.587585628407661,288,49,4.877551020408164,623,0,0.0,266,38,6.0,2270,7381,0.6924535970735672,83,4318,0.9807781380268643,1354,952,0.42226890756302526,660,113,4.84070796460177,328,921,0.6438653637350706,638,35,17.228571428571428,11,39,0.717948717948718,542,1193,0.5456831517183571,0.8944689659891877,116904,116904,116904,73573,0
98,19292,50673,0.6192844315513193,153,8316,0.9816017316017316,5950,12518,0.5246844543856846,1070,9779,0.8905818590857961,14352,1839,6.804241435562806,5744,0,0.0,14792,4728,2.1285956006768187,42,0,0.0,5968,14722,0.5946202961554137,298,49,5.081632653061225,642,0,0.0,273,39,6.0,2344,7468,0.6861274772362078,86,4386,0.9803921568627451,1391,972,0.4310699588477367,672,227,1.960352422907489,341,922,0.6301518438177874,659,36,17.305555555555557,12,40,0.7,562,1451,0.6126809097174363,0.8925824059577709,118165,118165,118165,74643,0
99,19524,50890,0.6163489880133621,158,8317,0.9810027654202237,6056,12518,0.5162166480268413,1086,9779,0.888945699969322,14535,1866,6.789389067524116,5818,0,0.0,14975,4777,2.1348126439187776,44,0,0.0,6039,15138,0.6010701545778835,309,49,5.3061224489795915,669,0,0.0,284,40,6.1,2412,7555,0.6807412309728657,86,4454,0.9806915132465199,1455,993,0.46525679758308147,698,341,1.0469208211143695,362,923,0.6078006500541712,687,37,17.56756756756757,12,40,0.7,576,1709,0.66296079578701,0.8907859260127611,119426,119426,119426,75785,0
100,19750,51108,0.6135634342960006,168,8318,0.9798028372204857,6134,12518,0.509985620706183,1099,9779,0.8876163206871869,14720,1893,6.776016904384575,5893,0,0.0,15133,4825,2.1363730569948185,44,0,0.0,6130,15555,0.6059144969463195,325,49,5.63265306122449,693,0,0.0,289,41,6.048780487804878,2473,7642,0.6763936142371108,88,4523,0.980543886800796,1500,1013,0.48075024679170775,719,455,0.5802197802197802,374,924,0.5952380952380952,705,38,17.55263157894737,13,40,0.675,593,1967,0.6985256736146416,0.888729616863317,120688,120688,120688,76843,0
101,19959,51325,0.6111251826595226,172,8318,0.979321952392402,6219,12518,0.5031953986259786,1108,9779,0.8866959811841701,14931,1920,6.7765625,5958,0,0.0,15318,4873,2.143443463985225,45,0,0.0,6198,15971,0.6119216079143448,335,49,5.836734693877551,712,0,0.0,299,42,6.119047619047619,2531,7729,0.6725320222538491,94,4591,0.979525157917665,1545,1034,0.4941972920696325,749,569,0.31634446397188043,384,925,0.5848648648648649,724,40,17.1,13,41,0.6829268292682926,609,2226,0.7264150943396226,0.8874538745387454,121950,121950,121950,77903,0
102,20187,51542,0.6083388304683559,176,8319,0.9788436110109389,6322,12518,0.4949672471640837,1122,9779,0.8852643419572553,15115,1948,6.759240246406571,6034,0,0.0,15516,4921,2.1530176793334688,45,0,0.0,6287,16388,0.6163656333902856,342,49,5.979591836734694,731,0,0.0,314,43,6.3023255813953485,2596,7816,0.6678607983623337,98,4659,0.9789654432281606,1600,1054,0.5180265654648957,779,683,0.14055636896046853,398,926,0.5701943844492441,752,41,17.341463414634145,14,41,0.6585365853658536,630,2484,0.7463768115942029,0.885724488884921,123211,123211,123211,79058,0
103,20426,51759,0.6053633184566936,181,8320,0.9782451923076924,6425,12518,0.4867390957021889,1133,9779,0.8841394825646794,15302,1961,6.803161652218256,6104,0,0.0,15690,4970,2.1569416498993963,47,0,0.0,6357,16804,0.6216972149488217,352,49,6.183673469387755,768,0,0.0,332,44,6.545454545454546,2641,7903,0.665823105149943,100,4727,0.9788449333615401,1665,1075,0.5488372093023255,802,796,0.007537688442211143,410,927,0.557713052858684,768,42,17.285714285714285,15,41,0.6341463414634146,651,2742,0.762582056892779,0.8844339812143953,124457,124457,124457,80169,0
104,20633,51977,0.6030359582122862,189,8321,0.9772863838480952,6514,12518,0.47962933375938643,1150,9779,0.8824010635034257,15474,1974,6.838905775075988,6172,0,0.0,15864,5018,2.16141889198884,50,0,0.0,6456,17220,0.6250871080139373,366,49,6.469387755102041,790,0,0.0,346,45,6.688888888888889,2713,7990,0.660450563204005,104,4795,0.978310740354536,1718,1095,0.5689497716894978,828,910,0.09010989010989012,425,928,0.5420258620689655,794,43,17.46511627906977,15,41,0.6341463414634146,668,3000,0.7773333333333333,0.8840998225977105,125703,125703,125703,81269,0
105,20849,52194,0.6005479557037208,197,8322,0.9763278058159096,6619,12518,0.47124141236619266,1165,9779,0.8808671643317313,15648,1988,6.871227364185111,6235,0,0.0,16042,5066,2.1666008685353337,51,0,0.0,6530,17637,0.6297556273742699,378,49,6.714285714285714,816,0,0.0,359,46,6.804347826086956,2770,8077,0.6570508852296645,111,4864,0.9771792763157895,1772,1116,0.5878136200716846,859,1024,0.1611328125,437,929,0.5296017222820237,809,45,16.977777777777778,16,42,0.6190476190476191,701,3258,0.7848373235113566,0.8837059092269641,126954,126954,126954,82364,0
106,21068,52411,0.5980233157161665,202,8323,0.9757299050823021,6709,12518,0.46405176545774085,1177,9779,0.8796400449943758,15842,2001,6.917041479260369,6299,0,0.0,16212,5114,2.1701212358232302,52,0,0.0,6588,18053,0.6350745028527114,390,49,6.959183673469388,847,0,0.0,365,48,6.604166666666667,2831,8164,0.653233708966193,114,4932,0.9768856447688564,1825,1136,0.6065140845070423,897,1138,0.21177504393673108,452,930,0.5139784946236559,836,46,17.17391304347826,16,42,0.6190476190476191,722,3517,0.794711401762866,0.883807458600167,128201,128201,128201,83444,0
107,21287,52628,0.5955194953256822,208,8308,0.9749638902262879,6793,12518,0.4573414283431858,1188,9779,0.8785151856017998,16042,2015,6.961290322580645,6366,0,0.0,16375,5163,2.1716056556265735,56,0,0.0,6668,18469,0.6389625859548432,398,49,7.122448979591837,868,4,216.0,381,48,6.9375,2896,8288,0.6505791505791505,115,5000,0.977,1888,1157,0.6318063958513396,920,1252,0.26517571884984026,463,931,0.5026852846401719,866,47,17.425531914893618,18,42,0.5714285714285714,737,3775,0.8047682119205298,0.8839989804824172,129473,129473,129473,84533,0
108,21523,52845,0.5927145425300406,216,8293,0.9739539370553478,6899,12518,0.44887362198434255,1198,9779,0.8774925861540035,16234,2028,7.004930966469429,6431,0,0.0,16545,5211,2.175014392630973,59,0,0.0,6742,18886,0.6430159906809276,408,49,7.326530612244898,896,8,111.0,394,48,7.208333333333334,2945,8413,0.6499465113514798,117,5068,0.9769139700078927,1947,1177,0.6542056074766356,952,1366,0.30307467057101023,477,932,0.4881974248927039,892,48,17.583333333333332,20,42,0.5238095238095238,755,4033,0.8127944458219687,0.8839258398090926,130744,130744,130744,85650,0
109,21732,53063,0.5904490888189511,222,8279,0.9731851672907356,7005,12518,0.4404058156254993,1214,9779,0.8758564270375294,16408,2041,7.039196472317492,6497,0,0.0,16704,5259,2.176269252709641,63,0,0.0,6815,19302,0.6469277795047146,419,49,7.551020408163266,917,13,69.53846153846153,415,48,7.645833333333334,3009,8538,0.6475755446240337,117,5136,0.9772196261682243,1999,1198,0.6686143572621035,992,1480,0.3297297297297297,485,933,0.4801714898177921,922,49,17.816326530612244,21,43,0.5116279069767442,791,4291,0.8156606851549755,0.8835546398624441,132019,132019,132019,86747,0
110,21924,53280,0.5885135135135136,228,8264,0.9724104549854792,7093,12518,0.43337593864834634,1222,9779,0.8750383474792923,16587,2045,7.111002444987776,6564,0,0.0,16860,5307,2.176936122102883,65,0,0.0,6887,19718,0.6507252256821179,438,49,7.938775510204081,949,17,54.8235294117647,424,48,7.833333333333334,3069,8662,0.6456938351419995,122,5205,0.9765609990393852,2051,1218,0.6839080459770115,1021,1593,0.35907093534212176,500,935,0.4652406417112299,948,51,17.58823529411765,23,43,0.4651162790697675,812,4549,0.8214992306001319,0.883816898132517,133281,133281,133281,87787,0
111,22152,53497,0.5859207058339719,232,8250,0.9718787878787879,7178,12518,0.4265857165681419,1231,9779,0.8741180079762757,16739,2048,7.17333984375,6623,0,0.0,17013,5356,2.176437640029873,70,0,0.0,6961,20135,0.6542835857958778,443,49,8.040816326530612,972,22,43.18181818181818,435,48,8.0625,3134,8787,0.6433367474678502,128,5273,0.9757253935141286,2111,1239,0.7037933817594835,1050,1707,0.38488576449912126,518,936,0.44658119658119655,971,52,17.673076923076923,23,43,0.4651162790697675,839,4808,0.8254991680532446,0.8833344481853924,134547,134547,134547,88823,0
112,22383,53714,0.5832929962393417,240,8235,0.970856102003643,7272,12518,0.4190765297970922,1247,9779,0.8724818488598016,16885,2051,7.232569478303267,6696,0,0.0,17183,5404,2.179681717246484,73,0,0.0,7044,20551,0.6572429565471267,454,49,8.26530612244898,992,26,37.15384615384615,448,48,8.333333333333334,3193,8912,0.6417190305206464,133,5341,0.9750982961992136,2176,1259,0.7283558379666402,1082,1821,0.4058209774848984,527,937,0.4375667022411953,1002,53,17.90566037735849,23,43,0.4651162790697675,873,5066,0.8276746940386893,0.883010448651395,135807,135807,135807,89926,0
113,22581,53932,0.5813060891492992,246,8220,0.9700729927007299,7368,12518,0.4114075730947435,1259,9779,0.8712547295224461,17025,2055,7.2846715328467155,6759,0,0.0,17354,5452,2.1830520909757887,75,0,0.0,7130,20968,0.6599580312857688,471,49,8.612244897959183,1016,30,32.86666666666667,463,48,8.645833333333334,3258,9037,0.6394821290251189,135,5409,0.9750415973377704,2235,1280,0.74609375,1103,1935,0.4299741602067183,542,938,0.42217484008528783,1035,54,18.166666666666668,24,44,0.4545454545454546,901,5324,0.8307663410969196,0.8829082525971752,137072,137072,137072,90980,0
114,22803,54149,0.5788841899204048,254,8206,0.9690470387521326,7455,12518,0.40445758108324015,1265,9779,0.8706411698537683,17164,2058,7.3401360544217695,6836,0,0.0,17514,5500,2.1843636363636363,78,0,0.0,7201,21384,0.6632528993640106,486,49,8.918367346938776,1031,35,28.457142857142856,477,48,8.9375,3319,9161,0.6377033074991814,141,5477,0.974255979550849,2302,1300,0.7707692307692309,1125,2049,0.45095168374816985,556,939,0.40788072417465393,1059,56,17.910714285714285,25,44,0.43181818181818177,925,5582,0.8342887853815837,0.8827909263087889,138334,138334,138334,92016,0
115,23067,54366,0.5757090828826841,263,8191,0.9678915883286534,7548,12518,0.3970282792778399,1270,9779,0.8701298701298701,17263,2061,7.3760310528869475,6897,0,0.0,17682,5549,2.1865200937105786,80,0,0.0,7274,21800,0.6663302752293578,494,49,9.081632653061224,1061,39,26.205128205128204,486,48,9.125,3394,9286,0.6345035537368081,143,5546,0.9742156509195817,2350,1321,0.7789553368660107,1149,2163,0.46879334257975036,575,940,0.38829787234042556,1095,57,18.210526315789473,26,44,0.40909090909090906,957,5840,0.8361301369863013,0.8817596366684097,139597,139597,139597,93074,0
116,23317,54583,0.5728157118516755,273,8177,0.9666136724960255,7652,12518,0.3887202428502956,1283,9779,0.8688004908477349,17380,2065,7.416464891041162,6971,0,0.0,17827,5597,2.185099160264427,82,0,0.0,7347,22217,0.669307287212495,505,49,9.306122448979592,1090,44,23.772727272727273,502,48,9.458333333333334,3451,9411,0.6333014557432791,144,5614,0.974349839686498,2405,1341,0.7934377330350484,1174,2277,0.484409310496267,589,941,0.3740701381509033,1126,58,18.413793103448278,28,44,0.36363636363636365,982,6098,0.8389635946211873,0.881045853713945,140861,140861,140861,94128,0
117,23536,54801,0.5705187861535373,283,8162,0.9653271257044842,7747,12518,0.3811311711135964,1294,9779,0.867675631455159,17473,2068,7.449226305609285,7042,0,0.0,18003,5645,2.1891939769707704,87,0,0.0,7425,22633,0.6719392038174348,513,49,9.46938775510204,1119,48,22.3125,513,48,9.6875,3526,9536,0.630243288590604,149,5682,0.9737768391411474,2468,1362,0.8120411160058738,1212,2390,0.492887029288703,614,942,0.34819532908704887,1158,59,18.627118644067796,28,45,0.37777777777777777,1001,6357,0.8425357873210634,0.8804072500070361,142124,142124,142124,95191,0
118,23756,55018,0.5682140390417681,294,8147,0.9639130968454646,7840,12518,0.37370186930819616,1305,9779,0.8665507720625831,17538,2071,7.468372766779334,7109,0,0.0,18157,5693,2.1893553486738098,92,0,0.0,7491,23049,0.674996746062736,523,49,9.673469387755102,1152,52,21.153846153846153,525,48,9.9375,3569,9660,0.6305383022774327,153,5750,0.9733913043478261,2545,1382,0.841534008683068,1235,2504,0.5067891373801917,622,943,0.3404029692470838,1190,61,18.508196721311474,30,45,0.33333333333333337,1030,6615,0.8442932728647015,0.8800005579423088,143384,143384,143384,96156,0
119,23955,55235,0.5663075948221237,301,8133,0.9629902864871511,7944,12518,0.36539383288065186,1316,9779,0.8654259126700071,17589,2074,7.480713596914175,7182,0,0.0,18313,5742,2.189306861720655,92,0,0.0,7555,23466,0.6780448308190574,537,49,9.959183673469388,1184,57,19.771929824561404,531,48,10.0625,3634,9785,0.6286152273888606,162,5818,0.9721553798556205,2622,1403,0.8688524590163935,1277,2618,0.5122230710466005,637,944,0.3252118644067796,1230,62,18.838709677419356,30,45,0.33333333333333337,1046,6873,0.8478102720791503,0.8793838878941438,144649,144649,144649,97137,0
120,24150,55452,0.5644882060160139,308,8118,0.962059620596206,8034,12518,0.35820418597220005,1331,9779,0.8638920134983127,17676,2078,7.506256015399423,7246,0,0.0,18457,5790,2.1877374784110537,93,0,0.0,7643,23882,0.6799681768696089,547,49,10.16326530612245,1205,61,18.75409836065574,551,48,10.479166666666666,3693,9910,0.6273461150353179,168,5887,0.9714625445897741,2689,1423,0.8896697118763177,1303,2732,0.5230600292825769,656,945,0.30582010582010577,1254,63,18.904761904761905,31,45,0.3111111111111111,1081,7131,0.848408357874071,0.8786657620056062,145911,145911,145911,98116,0
121,24371,55670,0.562223818932998,316,8104,0.9610069101678184,8122,12518,0.3511743089950471,1343,9779,0.8626648941609572,17730,2081,7.519942335415665,7302,0,0.0,18609,5838,2.1875642343268242,97,0,0.0,7728,24299,0.6819622206675171,557,49,10.36734693877551,1236,66,17.727272727272727,563,48,10.729166666666666,3769,10035,0.6244145490782262,174,5955,0.9707808564231738,2770,1444,0.9182825484764543,1348,2846,0.5263527758257203,668,946,0.2938689217758985,1286,64,19.09375,32,46,0.30434782608695654,1108,7389,0.8500473677087562,0.8776371308016878,147177,147177,147177,99129,0
122,24585,55884,0.5600708610693579,325,8132,0.9600344318740777,8215,12527,0.3442164923764668,1358,10212,0.8670191931061496,17780,2090,7.507177033492823,7379,0,0.0,18780,5886,2.1906218144750254,98,0,0.0,7809,24880,0.6861334405144695,574,49,10.714285714285714,1271,72,16.65277777777778,582,100,4.82,3848,10162,0.6213343829954734,178,6023,0.9704466212850739,2837,1464,0.9378415300546448,1387,2960,0.5314189189189189,686,947,0.2756071805702217,1314,66,18.90909090909091,33,46,0.28260869565217395,1137,7648,0.8513336820083682,0.8766326065384719,149148,149148,149148,100176,0
123,24803,56098,0.557863025419801,336,8160,0.9588235294117647,8295,12536,0.33830567964262925,1381,10644,0.8702555430289365,17817,2098,7.492373689227836,7442,0,0.0,18925,5935,2.1887110362257793,100,0,0.0,7885,25462,0.6903228340271778,583,49,10.89795918367347,1313,79,15.620253164556964,592,153,2.869281045751634,3903,10290,0.6206997084548105,184,6091,0.9697914956493187,2900,1485,0.9528619528619529,1430,3074,0.534808067664281,699,948,0.2626582278481012,1337,67,18.955223880597014,34,46,0.26086956521739135,1168,7906,0.8522641032127498,0.8753250706387596,151121,151121,151121,101127,0
124,25034,56312,0.5554411137945732,341,8188,0.9583536883243772,8403,12545,0.3301713830211239,1393,11077,0.8742439288616051,17853,2107,7.473184622686285,7527,0,0.0,19092,5983,2.1910412836369715,102,0,0.0,7962,26044,0.6942865919213639,591,49,11.061224489795919,1346,86,14.651162790697674,607,205,1.9609756097560975,3966,10418,0.6193127279708197,184,6160,0.9701298701298702,2959,1505,0.9661129568106313,1458,3187,0.5425164731722623,719,949,0.24236037934668075,1366,68,19.08823529411765,37,46,0.19565217391304346,1199,8164,0.8531357177853993,0.8742006492785431,153093,153093,153093,102139,0
125,25268,56526,0.5529844673247709,353,8216,0.9570350535540408,8520,12555,0.3213859020310633,1404,11510,0.8780191138140747,17870,2115,7.449172576832151,7594,0,0.0,19277,6031,2.196319018404908,104,0,0.0,8015,26626,0.6989784421242395,598,49,11.204081632653061,1384,93,13.881720430107526,623,258,1.4147286821705425,4028,10546,0.6180542385738669,193,6228,0.9690109184328838,3028,1526,0.9842726081258191,1479,3301,0.5519539533474704,740,951,0.2218717139852786,1403,69,19.333333333333332,36,47,0.23404255319148937,1217,8422,0.8554975065305153,0.8732564213350186,155069,155069,155069,103134,0
126,25501,56740,0.5505639760310187,362,8244,0.9560892770499757,8614,12564,0.3143903215536453,1417,11943,0.8813530938625136,17888,2124,7.421845574387948,7667,0,0.0,19484,6079,2.205132423095904,103,0,0.0,8102,27207,0.7022089903333701,609,49,11.428571428571429,1416,100,13.16,641,310,1.067741935483871,4093,10674,0.6165448753981637,195,6296,0.9690279542566709,3107,1546,1.0097024579560157,1513,3415,0.5569546120058565,758,952,0.20378151260504207,1431,71,19.154929577464788,37,47,0.21276595744680848,1251,8680,0.8558755760368664,0.8722944963417196,157041,157041,157041,104189,0
127,25755,56954,0.5477929557186502,372,8272,0.9550290135396519,8709,12573,0.3073252207110475,1426,12376,0.8847769877181642,17901,2133,7.3924050632911396,7743,0,0.0,19663,6128,2.20871409921671,103,0,0.0,8191,27789,0.7052430817949549,617,49,11.591836734693878,1454,107,12.588785046728972,656,363,0.8071625344352618,4184,10801,0.6126284603277474,199,6364,0.968730358265242,3198,1567,1.0408423739629864,1544,3529,0.5624822896004533,773,953,0.1888772298006296,1460,72,19.27777777777778,37,47,0.21276595744680848,1281,8939,0.8566953797963979,0.8709941137998692,159016,159016,159016,105266,0
128,26030,57168,0.5446753428491464,382,8300,0.9539759036144578,8797,12582,0.30082657765061194,1440,12808,0.8875702685821362,17917,2141,7.368519383465671,7809,0,0.0,19836,6176,2.2117875647668392,105,0,0.0,8274,28371,0.7083641746854182,630,49,11.857142857142858,1495,114,12.114035087719298,664,415,0.6000000000000001,4258,10929,0.6103943636197273,202,6432,0.9685945273631841,3258,1587,1.052930056710775,1589,3643,0.5638210266264068,800,954,0.16142557651991618,1499,73,19.534246575342465,39,48,0.1875,1311,9197,0.8574535174513428,0.8694366625876624,160987,160987,160987,106335,0
129,26267,57382,0.5422432121571225,396,8328,0.9524495677233429,8892,12592,0.29383735705209657,1456,13241,0.8900385167283438,17929,2150,7.33906976744186,7894,0,0.0,19994,6224,2.2124035989717226,106,0,0.0,8347,28953,0.7117051773564051,642,49,12.10204081632653,1534,120,11.783333333333333,678,468,0.4487179487179487,4330,11057,0.6083928732929367,207,6501,0.968158744808491,3330,1608,1.0708955223880596,1631,3757,0.5658770295448496,820,955,0.1413612565445026,1534,74,19.72972972972973,39,48,0.1875,1352,9455,0.857006874669487,0.868177857414612,162962,162962,162962,107378,0
130,26516,57596,0.5396208070004862,404,8356,0.951651507898516,8988,12601,0.28672327593048175,1473,13674,0.8922773146116718,17935,2159,7.307086614173228,7987,0,0.0,20170,6272,2.2158801020408165,107,0,0.0,8431,29535,0.7145420687320129,650,49,12.26530612244898,1582,127,11.456692913385826,691,520,0.3288461538461538,4448,11185,0.6023245417970496,211,6569,0.9678794337037601,3401,1628,1.0890663390663389,1672,3871,0.568070266081116,840,956,0.12133891213389125,1564,75,19.85333333333333,40,48,0.16666666666666663,1383,9713,0.8576135076701328,0.8667406356481987,164934,164934,164934,108493,0
131,26783,57810,0.5367064521709046,410,8384,0.9510973282442748,9078,12610,0.2800951625693894,1482,14107,0.8949457716027505,17941,2167,7.279187817258883,8067,0,0.0,20365,6321,2.2218003480461954,107,0,0.0,8519,30116,0.7171271085137468,666,49,12.591836734693878,1622,134,11.104477611940299,714,573,0.24607329842931946,4572,11313,0.5958631662688942,219,6637,0.9670031640801567,3453,1649,1.0939963614311705,1717,3984,0.5690261044176708,860,957,0.10135841170323934,1601,77,19.792207792207794,40,48,0.16666666666666663,1421,9971,0.8574867114632434,0.8651644328877758,166907,166907,166907,109637,0
132,27060,58025,0.5336492890995261,415,8413,0.9506715796980862,9191,12619,0.27165385529756714,1495,14539,0.897173120572254,17960,2176,7.2536764705882355,8157,0,0.0,20565,6369,2.228921337729628,109,0,0.0,8595,30698,0.7200143331813147,676,49,12.795918367346939,1674,141,10.872340425531915,724,626,0.1565495207667731,4660,11440,0.5926573426573427,226,6705,0.9662938105891126,3540,1669,1.1210305572198922,1762,4098,0.5700341630063446,876,958,0.08559498956158662,1636,78,19.974358974358974,43,49,0.12244897959183676,1461,10230,0.8571847507331378,0.8640530074253029,168882,168882,168882,110825,0
133,27337,58239,0.53060663816343,423,8441,0.9498874540931169,9295,12629,0.263995565761343,1508,14972,0.8992786534865082,17971,2184,7.228479853479854,8239,0,0.0,20787,6417,2.239364188873305,111,0,0.0,8690,31280,0.7221867007672634,689,49,13.061224489795919,1718,148,10.608108108108109,741,678,0.09292035398230092,4767,11568,0.5879149377593361,229,6773,0.9661892809685516,3620,1690,1.1420118343195265,1801,4212,0.5724121557454891,896,959,0.06569343065693434,1671,79,20.151898734177216,43,49,0.12244897959183676,1499,10488,0.8570747520976354,0.862860320154517,170855,170855,170855,112035,0
134,27607,58453,0.5277060202213744,432,8469,0.9489904357066951,9411,12638,0.25534103497388827,1517,15405,0.9015254787406686,17966,2193,7.192430460556315,8305,0,0.0,21010,6465,2.2498066511987624,113,0,0.0,8784,31862,0.7243110915824493,705,49,13.387755102040817,1757,155,10.335483870967742,755,731,0.03283173734610134,4857,11696,0.5847298221614228,235,6842,0.96565331774335,3693,1710,1.1596491228070174,1845,4326,0.573509015256588,921,960,0.04062500000000002,1707,80,20.3375,43,49,0.12244897959183676,1548,10746,0.8559463986599665,0.8613947890689642,172829,172829,172829,113211,0
135,27901,58667,0.5244174749007108,437,8497,0.9485700835589032,9515,12647,0.24764766347750455,1526,15838,0.9036494506882182,17970,2202,7.160762942779291,8389,0,0.0,21211,6514,2.2562173779551733,115,0,0.0,8886,32443,0.7261042443670438,712,49,13.53061224489796,1815,162,10.203703703703704,775,783,0.010217113665389577,4950,11824,0.5813599458728012,241,6910,0.965123010130246,3757,1731,1.1704217215482382,1902,4440,0.5716216216216217,939,961,0.02289281997918835,1745,82,20.28048780487805,47,49,0.04081632653061229,1575,11004,0.8568702290076335,0.8600710514121611,174803,174803,174803,114408,0
136,28167,58881,0.5216283690834055,444,8525,0.9479178885630498,9649,12656,0.23759481668773708,1543,16271,0.9051687050580788,17968,2210,7.1303167420814475,8476,0,0.0,21397,6562,2.2607436757086252,116,0,0.0,8973,33025,0.7282967448902347,719,49,13.673469387755102,1880,169,10.124260355029586,783,836,0.0633971291866029,5039,11952,0.5783969210174029,246,6978,0.9647463456577816,3825,1751,1.1844660194174756,1954,4554,0.5709266578831796,960,962,0.0020790020790020236,1779,83,20.433734939759034,47,50,0.06000000000000005,1621,11262,0.8560646421594743,0.8590645789021134,176776,176776,176776,115586,0
