Day,Date,Adjumani sim,Adjumani data,Adjumani error,East_Darfur sim,East_Darfur data,East_Darfur error,Haut-Uele sim,Haut-Uele data,Haut-Uele error,Ituri sim,Ituri data,Ituri error,Kakuma sim,Kakuma data,Kakuma error,Kiryandongo sim,Kiryandongo data,Kiryandongo error,Meri sim,Meri data,Meri error,North_Darfur sim,North_Darfur data,North_Darfur error,Rhino sim,Rhino data,Rhino error,South_Darfur sim,South_Darfur data,South_Darfur error,South_Kordofan sim,South_Kordofan data,South_Kordofan error,West_Kordofan sim,West_Kordofan data,West_Kordofan error,White_Nile sim,White_Nile data,White_Nile error,Jewi sim,Jewi data,Jewi error,Kule sim,Kule data,Kule error,Nguenyyiel sim,Nguenyyiel data,Nguenyyiel error,Okugo sim,Okugo data,Okugo error,Pugnido sim,Pugnido data,Pugnido error,Pugnido_two sim,Pugnido_two data,Pugnido_two error,Tierkidi sim,Tierkidi data,Tierkidi error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
216,2017-01-03,51417,74774.0,0.3123679353786075,1566,17145.0,0.9086614173228348,14990,12885.0,0.1633682576639503,6229,27169.0,0.7707313482277596,17976,2899.0,5.200758882373232,14927,0.0,0.0,23042,12577.0,0.8320744215631708,490,10578.0,0.9536774437511816,19553,55295.0,0.6463875576453567,2732,598.0,3.568561872909699,8723,5057.0,0.724935732647815,2838,3367.0,0.1571131571131571,16450,19544.0,0.1583094555873925,1621,8138.0,0.8008110100761858,3993,2350.0,0.6991489361702128,11231,25623.0,0.5616828630527261,4199,2004.0,1.095309381237525,1899,480.0,2.95625,183,158.0,0.1582278481012657,9502,15652.0,0.3929210324559161,0.6414056356376965,296293,296293,296293,213561,0
217,2017-01-04,51689,74969.0,0.3105283517187104,1593,17295.0,0.9078924544666088,14986,12885.0,0.163057819169577,6318,27169.0,0.7674555559645184,17974,2908.0,5.180880330123796,14932,0.0,0.0,23049,12617.0,0.826820955853214,494,10739.0,0.9539994412887606,19719,55492.0,0.644651481294601,2773,610.0,3.5459016393442626,8850,5154.0,0.7171129220023282,2893,3401.0,0.149367832990297,16569,19632.0,0.1560207823960879,1644,8138.0,0.7979847628409928,3997,2358.0,0.6950805767599662,11372,25708.0,0.557647424926093,4198,2021.0,1.0771895101434934,1898,480.0,2.9541666666666666,184,158.0,0.1645569620253164,9589,15652.0,0.3873626373626373,0.6387825923210911,297386,297386,297386,214721,0
218,2017-01-05,51984,75163.0,0.3083831140321701,1615,17445.0,0.9074233304671826,14979,12885.0,0.1625145518044237,6416,27169.0,0.7638485038094888,17967,2917.0,5.159410353102502,14935,0.0,0.0,23050,12656.0,0.8212705436156764,500,10900.0,0.9541284403669724,19909,55688.0,0.6424903031173682,2799,621.0,3.507246376811594,8960,5252.0,0.7060167555217061,2929,3436.0,0.1475552968568102,16700,19721.0,0.1531869580650068,1659,8138.0,0.7961415581223887,3995,2365.0,0.6892177589852009,11512,25792.0,0.5536600496277916,4199,2037.0,1.0613647520864014,1899,480.0,2.95625,186,158.0,0.1772151898734177,9717,15652.0,0.3791847687196524,0.6357684898232683,298475,298475,298475,215910,0
219,2017-01-06,52248,75358.0,0.3066694975981315,1637,17595.0,0.9069622051719238,14986,12885.0,0.163057819169577,6491,27169.0,0.7610880047112518,17967,2925.0,5.142564102564102,14930,0.0,0.0,23048,12696.0,0.8153749212350347,509,11061.0,0.9539824608986528,20082,55885.0,0.6406549163460677,2841,632.0,3.495253164556962,9070,5349.0,0.6956440456160029,2978,3470.0,0.1417867435158502,16814,19810.0,0.1512367491166077,1691,8138.0,0.7922093880560335,3996,2372.0,0.684654300168634,11764,25877.0,0.5453877961123779,4199,2053.0,1.0452995616171457,1899,480.0,2.95625,187,158.0,0.1835443037974684,9913,15652.0,0.3666624073600818,0.6324537245672892,299565,299565,299565,217250,0
220,2017-01-07,52548,75552.0,0.3044790343074968,1665,17746.0,0.9061760396709118,14988,12885.0,0.1632130384167636,6571,27169.0,0.7581434723397991,17965,2934.0,5.1230402181322425,14930,0.0,0.0,23045,12736.0,0.8094378140703518,518,11222.0,0.9538406701122796,20250,56081.0,0.6389151406002033,2883,643.0,3.4836702954898917,9185,5446.0,0.6865589423430041,3029,3505.0,0.1358059914407988,16932,19898.0,0.1490602070559855,1720,8138.0,0.7886458589333989,3997,2380.0,0.6794117647058824,11944,25961.0,0.5399252725241709,4196,2069.0,1.028032866118898,1900,480.0,2.958333333333333,191,158.0,0.2088607594936709,10032,15652.0,0.3590595451060567,0.6295055794847916,300655,300655,300655,218489,0
221,2017-01-08,52824,75747.0,0.3026258465681809,1680,17896.0,0.9061242735806884,14979,12885.0,0.1625145518044237,6659,27169.0,0.754904486731201,17966,2943.0,5.104655113829426,14932,0.0,0.0,23038,12776.0,0.8032247964934252,527,11383.0,0.9537028902749716,20428,56278.0,0.6370162408045772,2927,654.0,3.4755351681957185,9299,5544.0,0.6773088023088023,3072,3539.0,0.1319581802769144,17063,19987.0,0.1462950918096762,1747,8138.0,0.7853280904399116,3997,2387.0,0.6744868035190617,12111,26046.0,0.5350149735084082,4197,2086.0,1.0119846596356663,1900,480.0,2.958333333333333,191,158.0,0.2088607594936709,10167,15652.0,0.3504344492716585,0.6265824462796771,301748,301748,301748,219704,0
222,2017-01-09,53116,75941.0,0.300562278611027,1695,18046.0,0.9060733680594036,14984,12885.0,0.1629025999223903,6740,27169.0,0.751923147705105,17965,2951.0,5.087766858691968,14934,0.0,0.0,23040,12815.0,0.7978930940304332,535,11544.0,0.9536555786555788,20598,56474.0,0.6352657860254276,2968,666.0,3.456456456456457,9404,5641.0,0.6670803049104768,3122,3574.0,0.1264689423614997,17193,20076.0,0.1436043036461446,1782,8138.0,0.7810272794298354,3999,2394.0,0.6704260651629073,12263,26131.0,0.5307106501856034,4199,2102.0,0.9976213130352044,1899,480.0,2.95625,192,158.0,0.2151898734177215,10313,15652.0,0.3411065678507539,0.6237018594161216,302837,302837,302837,220941,0
223,2017-01-10,53413,76136.0,0.2984527687296416,1717,18196.0,0.9056386018905254,14982,12885.0,0.1627473806752037,6811,27169.0,0.7493098752254408,17974,2960.0,5.072297297297298,14936,0.0,0.0,23042,12855.0,0.7924542979385454,543,11705.0,0.9536095685604442,20782,56671.0,0.6332868662984595,3011,677.0,3.447562776957164,9514,5738.0,0.6580690135935867,3161,3608.0,0.1238913525498891,17280,20164.0,0.1430271771473914,1811,8138.0,0.7774637503072008,3995,2402.0,0.6631973355537053,12413,26215.0,0.5264924661453366,4198,2118.0,0.9820585457979224,1900,480.0,2.958333333333333,193,158.0,0.2215189873417722,10450,15652.0,0.3323536928188091,0.6210208372405216,303927,303927,303927,222126,0
224,2017-01-11,53683,76330.0,0.2966985457880257,1746,18346.0,0.9048293906028562,14976,12885.0,0.1622817229336437,6892,27169.0,0.7463285361993448,17970,2968.0,5.054582210242588,14938,0.0,0.0,23048,12895.0,0.7873594416440481,551,11866.0,0.9535648070116298,20946,56867.0,0.631666871823729,3058,688.0,3.444767441860465,9630,5836.0,0.6501028101439341,3198,3643.0,0.1221520724677464,17403,20253.0,0.1407198933491334,1837,8138.0,0.774268862128287,3996,2409.0,0.6587795765877957,12580,26300.0,0.5216730038022814,4200,2134.0,0.9681349578256796,1901,480.0,2.9604166666666667,196,158.0,0.240506329113924,10568,15652.0,0.3248147201635574,0.6183917617706554,305017,305017,305017,223317,0
225,2017-01-12,53982,76525.0,0.2945834694544267,1771,18497.0,0.9042547440125426,14983,12885.0,0.162824990298797,6978,27169.0,0.7431631639000331,17964,2977.0,5.03426268055089,14938,0.0,0.0,23049,12935.0,0.7819095477386935,558,12028.0,0.9536082474226804,21115,57064.0,0.6299768680779476,3087,699.0,3.416309012875536,9746,5933.0,0.6426765548626328,3240,3677.0,0.1188468860484089,17508,20342.0,0.1393176678792645,1859,8138.0,0.7715654952076677,3997,2416.0,0.6543874172185431,12751,26384.0,0.516714675560946,4199,2151.0,0.9521152952115296,1901,480.0,2.9604166666666667,196,158.0,0.240506329113924,10702,15652.0,0.3162535139279325,0.6155891672928032,306110,306110,306110,224524,0
226,2017-01-13,54246,76719.0,0.292926133030931,1794,18647.0,0.9037914946103932,14982,12885.0,0.1627473806752037,7037,27169.0,0.7409915712760867,17967,2986.0,5.017079705291359,14932,0.0,0.0,23048,12975.0,0.7763391136801541,563,12189.0,0.95381081302814,21292,57260.0,0.6281522878099894,3118,711.0,3.385372714486638,9877,6030.0,0.6379767827529021,3285,3712.0,0.1150323275862068,17623,20430.0,0.1373959862946647,1884,8138.0,0.7684934873433276,3998,2424.0,0.6493399339933994,12899,26469.0,0.5126752049567418,4203,2167.0,0.9395477618827872,1899,480.0,2.95625,198,158.0,0.2531645569620253,10852,15652.0,0.3066700741119346,0.613005817038356,307201,307201,307201,225697,0
227,2017-01-14,54520,76914.0,0.2911563564500611,1812,18797.0,0.9036016385593446,14986,12885.0,0.163057819169577,7105,27169.0,0.7384887187603519,17958,2994.0,4.997995991983968,14934,0.0,0.0,23049,13014.0,0.7710926694329183,570,12350.0,0.9538461538461538,21446,57457.0,0.6267469585951233,3166,722.0,3.385041551246537,9989,6128.0,0.6300587467362924,3328,3746.0,0.1115856914041644,17725,20519.0,0.1361664798479458,1921,8138.0,0.7639469157041042,3996,2431.0,0.6437679967091732,13062,26554.0,0.5080967085938088,4200,2183.0,0.923957856161246,1899,480.0,2.95625,199,158.0,0.259493670886076,10988,15652.0,0.297981088678763,0.6104621931876052,308291,308291,308291,226853,0
228,2017-01-15,54773,77108.0,0.2896586605799658,1840,18947.0,0.9028870005805668,14976,12885.0,0.1622817229336437,7195,27169.0,0.7351761198424676,17959,3003.0,4.98035298035298,14934,0.0,0.0,23053,13054.0,0.7659721158265667,582,12511.0,0.9534809367756374,21625,57653.0,0.6249111061002897,3214,733.0,3.384720327421556,10107,6225.0,0.6236144578313254,3373,3781.0,0.1079079608569161,17818,20608.0,0.1353843167701863,1951,8138.0,0.760260506266896,3998,2438.0,0.6398687448728466,13212,26638.0,0.5040168180794353,4199,2199.0,0.9095043201455206,1899,480.0,2.95625,199,158.0,0.259493670886076,11118,15652.0,0.2896754408382315,0.6079287607473011,309380,309380,309380,228025,0
229,2017-01-16,55029,77303.0,0.2881388820614983,1865,19097.0,0.902340681782479,14985,12885.0,0.1629802095459838,7269,27169.0,0.7324524273988737,17964,3012.0,4.964143426294821,14930,0.0,0.0,23051,13094.0,0.7604246219642585,594,12672.0,0.953125,21797,57850.0,0.6232152117545375,3260,744.0,3.381720430107527,10240,6322.0,0.6197405884213856,3414,3815.0,0.1051114023591087,17949,20696.0,0.1327309625048318,1973,8138.0,0.7575571393462768,3996,2446.0,0.633687653311529,13360,26723.0,0.5000561314223703,4198,2216.0,0.894404332129964,1899,480.0,2.95625,199,158.0,0.259493670886076,11233,15652.0,0.2823281369792998,0.6055199824782911,310472,310472,310472,229205,0
230,2017-01-17,55311,77497.0,0.2862820496277275,1891,19248.0,0.9017560266001664,14986,12885.0,0.163057819169577,7346,27169.0,0.7296183149913504,17968,3012.0,4.965471447543161,14929,0.0,0.0,23047,13134.0,0.754758641693315,600,12833.0,0.9532455388451648,21950,58046.0,0.6218516349102436,3309,755.0,3.3827814569536425,10357,6420.0,0.6132398753894082,3457,3850.0,0.1020779220779221,18072,20785.0,0.1305268222275679,1996,8138.0,0.7547308921110838,3997,2453.0,0.6294333469221363,13507,26807.0,0.4961390681538404,4198,2232.0,0.8808243727598566,1899,480.0,2.95625,201,158.0,0.2721518987341771,11384,15652.0,0.2726808075645285,0.6030190592963017,311554,311554,311554,230405,0
231,2017-01-18,55565,77692.0,0.2848040982340524,1917,19398.0,0.9011753789050416,14987,12885.0,0.1631354287931703,7418,27169.0,0.726968235857043,17965,3012.0,4.964475431606906,14940,0.0,0.0,23054,13173.0,0.7500948910650573,609,12994.0,0.9531322148684008,22112,58243.0,0.6203492265164913,3352,767.0,3.370273794002608,10479,6517.0,0.6079484425349087,3502,3884.0,0.0983522142121524,18207,20874.0,0.1277665995975855,2016,8138.0,0.7522732858196117,3997,2460.0,0.6247967479674796,13677,26892.0,0.4914100847835787,4202,2248.0,0.8692170818505338,1899,480.0,2.95625,205,158.0,0.2974683544303798,11502,15652.0,0.2651418349092768,0.6006697885080413,312636,312636,312636,231605,0
232,2017-01-19,55850,77886.0,0.2829263282233007,1949,19548.0,0.9002967055453244,14987,12885.0,0.1631354287931703,7508,27169.0,0.7236556369391586,17969,3012.0,4.965803452855246,14938,0.0,0.0,23051,13213.0,0.7445697419208355,613,13155.0,0.9534017483846446,22267,58439.0,0.6189702082513391,3404,778.0,3.3753213367609254,10603,6614.0,0.6031146053825218,3557,3919.0,0.0923705026792549,18307,20962.0,0.1266577616639633,2029,8138.0,0.7506758417301549,3998,2468.0,0.619935170178282,13831,26977.0,0.487303999703451,4202,2264.0,0.8560070671378093,1900,480.0,2.958333333333333,208,158.0,0.3164556962025315,11646,15652.0,0.2559417326859187,0.5982334396924617,313717,313717,313717,232817,0
233,2017-01-20,56125,78081.0,0.2811951691192479,1978,19698.0,0.8995837140826479,14984,12885.0,0.1629025999223903,7594,27169.0,0.7204902646398469,17963,3012.0,4.963811420982736,14948,0.0,0.0,23047,13253.0,0.7390024900022636,628,13316.0,0.9528386902973868,22421,58636.0,0.6176239852650249,3446,789.0,3.3675538656527246,10716,6712.0,0.5965435041716329,3606,3953.0,0.0877814318239311,18424,21051.0,0.124792171393283,2064,8138.0,0.7463750307200787,3997,2475.0,0.6149494949494949,14001,27061.0,0.4826133550127489,4203,2281.0,0.8426128890837352,1900,480.0,2.958333333333333,211,158.0,0.3354430379746835,11788,15652.0,0.2468694096601073,0.5956035578144854,314800,314800,314800,234044,0
234,2017-01-21,56370,78275.0,0.279846694346854,2010,19848.0,0.8987303506650544,14980,12885.0,0.162592161428017,7668,27169.0,0.7177665721962531,17973,3012.0,4.967131474103586,14949,0.0,0.0,23039,13293.0,0.7331678326938991,634,13477.0,0.9529568895154708,22584,58832.0,0.6161272776720152,3492,800.0,3.365,10817,6809.0,0.5886326920252607,3662,3988.0,0.0817452357071213,18526,21140.0,0.1236518448438978,2096,8138.0,0.7424428606537232,3996,2482.0,0.6099919419822724,14148,27146.0,0.4788182420982834,4201,2297.0,0.8289072703526339,1900,480.0,2.958333333333333,212,158.0,0.3417721518987342,11897,15652.0,0.2399054433938154,0.5933025411468242,315881,315881,315881,235154,0
235,2017-01-22,56639,78470.0,0.2782082324455206,2030,19999.0,0.8984949247462373,14980,12885.0,0.162592161428017,7734,27169.0,0.7153373329898045,17970,3012.0,4.96613545816733,14945,0.0,0.0,23042,13333.0,0.7281932048301207,644,13639.0,0.9527824620573356,22773,59029.0,0.6142065764285352,3525,812.0,3.3411330049261085,10947,6906.0,0.5851433536055604,3701,4022.0,0.0798110392839382,18607,21228.0,0.1234690032033163,2110,8138.0,0.7407225362496928,3997,2490.0,0.6052208835341366,14320,27230.0,0.4741094381197209,4202,2313.0,0.8166882836143536,1900,480.0,2.958333333333333,213,158.0,0.3481012658227849,12048,15652.0,0.2302581139790441,0.5909232880601959,316965,316965,316965,236327,0
236,2017-01-23,56848,78664.0,0.2773314349638971,2053,20149.0,0.8981090872996178,14978,12885.0,0.1624369421808305,7818,27169.0,0.7122455739997792,17975,3012.0,4.967795484727756,14942,0.0,0.0,23051,13372.0,0.72382590487586,651,13800.0,0.9528260869565216,22931,59225.0,0.6128155339805825,3583,823.0,3.353584447144593,11063,7004.0,0.5795259851513421,3765,4057.0,0.0719743652945525,18697,21317.0,0.1229066003659051,2143,8138.0,0.7366674858687638,3996,2497.0,0.6003203844613536,14491,27315.0,0.4694856306058942,4201,2329.0,0.8037784456848434,1900,480.0,2.958333333333333,217,158.0,0.3734177215189873,12198,15652.0,0.2206746741630462,0.5887104381127258,318046,318046,318046,237501,0
237,2017-01-24,57080,78859.0,0.2761764668585703,2077,20299.0,0.8976796886546136,14976,12885.0,0.1622817229336437,7895,27169.0,0.7094114615922559,17977,3012.0,4.968459495351926,14950,0.0,0.0,23045,13412.0,0.7182373993438711,656,13961.0,0.9530119618938472,23122,59422.0,0.6108848574601999,3633,834.0,3.356115107913669,11190,7101.0,0.5758343895226024,3821,4091.0,0.0659985333659252,18795,21406.0,0.1219751471550032,2169,8138.0,0.7334725976898501,3998,2504.0,0.5966453674121406,14665,27400.0,0.4647810218978102,4200,2346.0,0.7902813299232736,1900,480.0,2.958333333333333,218,158.0,0.379746835443038,12345,15652.0,0.2112829031433682,0.5863678951145148,319129,319129,319129,238712,0
238,2017-01-25,57335,79053.0,0.2747270818311765,2095,20449.0,0.8975500024451073,14984,12885.0,0.1629025999223903,7963,27169.0,0.7069086090765211,17974,3012.0,4.96746347941567,14952,0.0,0.0,23037,13452.0,0.7125334522747546,665,14122.0,0.952910352641269,23289,59618.0,0.6093629440772921,3680,845.0,3.3550295857988166,11313,7198.0,0.571686579605446,3866,4126.0,0.0630150266602035,18909,21494.0,0.1202661207778914,2204,8138.0,0.7291717866797739,4000,2512.0,0.5923566878980893,14847,27484.0,0.459794789695823,4200,2362.0,0.7781541066892463,1900,480.0,2.958333333333333,218,158.0,0.379746835443038,12511,15652.0,0.2006772297469972,0.5839155051856756,320209,320209,320209,239942,0
239,2017-01-26,57589,79248.0,0.273306581869574,2115,20599.0,0.8973251128695567,14984,12885.0,0.1629025999223903,8052,27169.0,0.7036328168132798,17966,3012.0,4.96480743691899,14958,0.0,0.0,23034,13492.0,0.7072339163949006,678,14283.0,0.9525309808863685,23430,59815.0,0.6082922343893672,3719,856.0,3.3446261682242997,11434,7296.0,0.5671600877192982,3919,4160.0,0.0579326923076922,19016,21583.0,0.1189361997868693,2230,8138.0,0.7259768985008601,3998,2519.0,0.5871377530766178,15049,27569.0,0.4541332656244332,4201,2378.0,0.7666105971404542,1901,480.0,2.9604166666666667,220,158.0,0.3924050632911393,12652,15652.0,0.1916687963199591,0.5814803978935049,321292,321292,321292,241145,0
240,2017-01-27,57841,79442.0,0.271909065733491,2141,20750.0,0.8968192771084338,14983,12885.0,0.162824990298797,8111,27169.0,0.7014612241893334,17965,3012.0,4.964475431606906,14953,0.0,0.0,23044,13531.0,0.7030522503879979,684,14444.0,0.9526446967599004,23582,60011.0,0.6070387095699121,3761,868.0,3.3329493087557607,11567,7393.0,0.5645881239009873,3977,4195.0,0.0519666269368295,19116,21672.0,0.1179401993355482,2263,8138.0,0.7219218481199312,3997,2526.0,0.5823436262866191,15226,27653.0,0.4493906628575561,4200,2394.0,0.7543859649122806,1900,480.0,2.958333333333333,221,158.0,0.3987341772151898,12789,15652.0,0.1829159212880142,0.5792668740868497,322373,322373,322373,242321,0
241,2017-01-28,58071,79637.0,0.2708037721159763,2169,20900.0,0.8962200956937799,14978,12885.0,0.1624369421808305,8188,27169.0,0.6986271117818101,17969,3012.0,4.965803452855246,14945,0.0,0.0,23047,13571.0,0.6982536290619703,697,14605.0,0.9522766175967134,23761,60208.0,0.6053514483125166,3806,879.0,3.329920364050057,11699,7490.0,0.5619492656875835,4034,4229.0,0.0461101915346418,19225,21760.0,0.1164981617647058,2292,8138.0,0.7183583189972966,3995,2534.0,0.5765588003157065,15415,27738.0,0.4442641863148028,4204,2411.0,0.7436748237245956,1900,480.0,2.958333333333333,223,158.0,0.4113924050632911,12942,15652.0,0.1731408126756963,0.576857439651761,323456,323456,323456,243560,0
242,2017-01-29,58341,79831.0,0.2691936716313211,2194,21050.0,0.8957719714964371,14985,12885.0,0.1629802095459838,8269,27169.0,0.6956457727557142,17968,3012.0,4.965471447543161,14939,0.0,0.0,23039,13611.0,0.6926750422452428,703,14766.0,0.9523906271163484,23938,60404.0,0.6037017416065161,3858,890.0,3.334831460674157,11821,7588.0,0.5578545071164998,4093,4264.0,0.0401031894934333,19328,21849.0,0.1153828550505744,2320,8138.0,0.7149176701892357,3998,2541.0,0.5733963006690279,15598,27823.0,0.4393846817381303,4199,2427.0,0.7301194890811702,1900,480.0,2.958333333333333,227,158.0,0.4367088607594938,13109,15652.0,0.162471249680552,0.5743395226444977,324538,324538,324538,244827,0
243,2017-01-30,58611,80026.0,0.2676005298278059,2221,21200.0,0.8952358490566038,14978,12885.0,0.1624369421808305,8337,27169.0,0.6931429202399794,17968,3012.0,4.965471447543161,14937,0.0,0.0,23049,13651.0,0.6884477327668304,709,14927.0,0.9525021772626784,24078,60601.0,0.6026798237652844,3904,901.0,3.332963374028857,11942,7685.0,0.5539362394274561,4133,4298.0,0.0383899488134016,19409,21938.0,0.1152794238307959,2340,8138.0,0.7124600638977636,3997,2548.0,0.5686813186813187,15793,27907.0,0.4340846382628014,4200,2443.0,0.7191977077363896,1899,480.0,2.95625,231,158.0,0.4620253164556962,13264,15652.0,0.1525683618706874,0.5721502737862348,325619,325619,325619,246000,0
244,2017-01-31,58830,80220.0,0.2666417352281226,2243,21351.0,0.8949463725352442,14979,12885.0,0.1625145518044237,8418,27169.0,0.6901615812138835,17967,3012.0,4.965139442231076,14944,0.0,0.0,23044,13691.0,0.6831495142794537,715,15089.0,0.9526144873749088,24218,60797.0,0.6016579765448953,3957,913.0,3.334063526834611,12065,7783.0,0.5501734549659514,4180,4333.0,0.0353104084929609,19522,22027.0,0.1137240659190993,2364,8138.0,0.709510936347997,3998,2556.0,0.5641627543035994,15982,27992.0,0.4290511574735639,4200,2459.0,0.7080113867425784,1900,480.0,2.958333333333333,232,158.0,0.4683544303797469,13404,15652.0,0.1436238180424227,0.5700586155706218,326705,326705,326705,247162,0
245,2017-02-01,59085,80415.0,0.2652490207050924,2274,21457.0,0.8940205993382113,14987,12885.0,0.1631354287931703,8501,27642.0,0.6924607481368932,17961,3109.0,4.777098745577356,14956,0.0,0.0,23041,13789.0,0.6709696134600043,723,15089.0,0.9520842998210616,24358,60994.0,0.600649244187953,4012,996.0,3.028112449799197,12212,8075.0,0.5123219814241486,4223,4528.0,0.0673586572438162,19619,22237.0,0.1177317084139047,2391,8138.0,0.7061931678545097,3997,2563.0,0.5595005852516581,16183,28076.0,0.4236002279526998,4200,2476.0,0.6962843295638126,1899,480.0,2.95625,234,158.0,0.481012658227848,13559,15652.0,0.1337209302325581,0.5666156667954337,328759,328759,328759,248415,0
246,2017-02-02,59307,80516.0,0.2634134830344279,2309,21563.0,0.8929184250799982,14980,12885.0,0.162592161428017,8575,28116.0,0.6950135154360506,17971,3207.0,4.603679451200499,14952,0.0,0.0,23035,13888.0,0.6586261520737327,737,15089.0,0.9511564716018291,24536,61039.0,0.5980274906207507,4054,1079.0,2.7571825764596847,12338,8367.0,0.4746026054738854,4276,4723.0,0.0946432352318441,19738,22448.0,0.1207234497505346,2419,8138.0,0.7027525190464488,3997,2570.0,0.5552529182879378,16394,28161.0,0.4178473775789212,4202,2492.0,0.6861958266452648,1903,480.0,2.964583333333333,234,158.0,0.481012658227848,13745,15652.0,0.1218374648607206,0.5625085080058444,330571,330571,330571,249702,0
247,2017-02-03,59527,80617.0,0.2616073532877681,2338,21669.0,0.8921039272693709,14977,12885.0,0.162359332557237,8647,28589.0,0.6975410122774494,17975,3304.0,4.440375302663438,14952,0.0,0.0,23041,13987.0,0.6473153642668192,744,15089.0,0.9506925574922128,24656,61084.0,0.5963591120424334,4092,1162.0,2.521514629948365,12468,8659.0,0.4398891326943064,4320,4918.0,0.1215941439609596,19850,22659.0,0.1239684010768348,2457,8138.0,0.6980830670926518,3998,2578.0,0.5508145849495734,16627,28246.0,0.4113502796856192,4200,2508.0,0.6746411483253589,1901,480.0,2.9604166666666667,237,158.0,0.5,13901,15652.0,0.1118706874520828,0.5587366343544476,332382,332382,332382,250908,0
248,2017-02-04,59780,80718.0,0.2593969127084418,2362,21776.0,0.8915319617927994,14983,12885.0,0.162824990298797,8726,29063.0,0.6997557031276882,17970,3402.0,4.282186948853616,14943,0.0,0.0,23043,14085.0,0.6359957401490948,752,15089.0,0.9501623699383656,24824,61129.0,0.5939079651229368,4150,1245.0,2.333333333333333,12609,8952.0,0.4085120643431634,4365,5113.0,0.146293761001369,19986,22870.0,0.1261040664626147,2485,8150.0,0.6950920245398773,3998,2577.0,0.5514163756305781,16852,28358.0,0.4057408844065167,4200,2524.0,0.6640253565768621,1900,529.0,2.5916824196597354,237,171.0,0.3859649122807018,14083,15656.0,0.1004726622381195,0.5545152142438348,334292,334292,334292,252248,0
249,2017-02-05,60035,80819.0,0.2571672502753065,2394,21882.0,0.8905950095969289,14987,12885.0,0.1631354287931703,8800,29537.0,0.7020685919355385,17966,3500.0,4.1331428571428575,14949,0.0,0.0,23049,14184.0,0.625,764,15089.0,0.9493670886075948,24980,61174.0,0.591656586131363,4201,1328.0,2.1634036144578315,12716,9244.0,0.3755949805279099,4432,5308.0,0.1650339110776186,20136,23080.0,0.1275563258232235,2520,8162.0,0.6912521440823327,3999,2576.0,0.5524068322981366,17055,28470.0,0.4009483667017913,4199,2541.0,0.6524990161353799,1899,578.0,2.285467128027681,239,184.0,0.298913043478261,14250,15660.0,0.0900383141762452,0.5502630866654175,336201,336201,336201,253570,0
250,2017-02-06,60288,80920.0,0.2549678695007414,2421,21988.0,0.8898944879024923,14987,12885.0,0.1631354287931703,8869,30010.0,0.7044651782739086,17964,3597.0,3.994161801501251,14949,0.0,0.0,23050,14283.0,0.6138066232584192,772,15089.0,0.9488369010537476,25111,61219.0,0.5898168869141933,4251,1411.0,2.012756909992913,12836,9536.0,0.3460570469798658,4487,5503.0,0.1846265673269126,20291,23291.0,0.1288051178566828,2559,8174.0,0.6869341815512601,4000,2576.0,0.5527950310559007,17251,28583.0,0.3964594339292586,4202,2557.0,0.6433320297223308,1898,628.0,2.022292993630573,240,198.0,0.2121212121212121,14423,15664.0,0.079226251276813,0.5461947520348287,338112,338112,338112,254849,0
251,2017-02-07,60520,81022.0,0.2530423835501468,2436,22094.0,0.8897438218520866,14982,12885.0,0.1627473806752037,8950,30484.0,0.7064033591392206,17963,3695.0,3.861434370771312,14949,0.0,0.0,23044,14382.0,0.6022806285634821,784,15089.0,0.948041619722977,25276,61264.0,0.5874249151214417,4296,1494.0,1.8755020080321283,12960,9829.0,0.3185471563739952,4543,5698.0,0.2027027027027027,20463,23502.0,0.1293081439877457,2590,8186.0,0.683606156853164,3999,2583.0,0.5481997677119628,17450,28891.0,0.3960056765082551,4201,2573.0,0.6327244461717838,1900,632.0,2.0063291139240507,243,198.0,0.2272727272727273,14611,15668.0,0.0674623436303293,0.5424979936443356,340169,340169,340169,256160,0
252,2017-02-08,60739,81123.0,0.2512727586504444,2467,22201.0,0.88887887932976,14988,12885.0,0.1632130384167636,9021,30958.0,0.7086052070547193,17959,3793.0,3.7347745847614022,14946,0.0,0.0,23045,14480.0,0.5915055248618784,791,15089.0,0.9475777056133609,25418,61309.0,0.5854116035166126,4335,1577.0,1.7488902980342425,13104,10121.0,0.2947337219642327,4581,5893.0,0.222637026981164,20637,23713.0,0.1297178762704002,2633,8199.0,0.6788632760092694,3995,2591.0,0.541875723658819,17673,29199.0,0.3947395458748587,4202,2589.0,0.623020471224411,1902,636.0,1.990566037735849,245,199.0,0.2311557788944722,14772,15673.0,0.0574873987111592,0.5390412239793354,342228,342228,342228,257453,0
