Day,Date,Tierkidi sim,Tierkidi data,Tierkidi error,Pugnido sim,Pugnido data,Pugnido error,Jewi sim,Jewi data,Jewi error,Kule sim,Kule data,Kule error,Kakuma sim,Kakuma data,Kakuma error,Khartoum sim,Khartoum data,Khartoum error,West_Kordofan sim,West_Kordofan data,West_Kordofan error,Adjumani sim,Adjumani data,Adjumani error,Rhino sim,Rhino data,Rhino error,Kiryandongo sim,Kiryandongo data,Kiryandongo error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
407,2015-01-26,19015,49152,0.6131,21157,10635,0.9894,0,0,0.0,7861,46348,0.8304,45908,44953,0.0212,6988,32180,0.7828,22088,7610,1.9025,111762,101295,0.1033,14244,11623,0.2255,36846,31551,0.1678,0.4119732694790769,335347,330020,335347,285869,0
408,2015-01-27,19075,49163,0.612,21159,10638,0.989,0,0,0.0,7884,46353,0.8299,45908,44962,0.021,7001,32210,0.7826,22082,7650,1.8865,111779,101464,0.1017,14243,11630,0.2247,36854,31600,0.1663,0.4106622575744034,335670,330115,335670,285985,0
409,2015-01-28,19117,49175,0.6112,21157,10640,0.9884,0,0,0.0,7915,46359,0.8293,45909,44971,0.0209,7021,32240,0.7822,22093,7691,1.8726,111794,101632,0.1,14223,11636,0.2223,36855,31649,0.1645,0.4093329325313325,335993,330368,335993,286084,0
410,2015-01-29,19176,49186,0.6101,21156,10643,0.9878,0,0,0.0,7932,46365,0.8289,45928,44980,0.0211,7043,32270,0.7817,22104,7732,1.8588,111795,101801,0.0982,14219,11642,0.2214,36860,31699,0.1628,0.4080513085829483,336318,330602,336318,286213,0
411,2015-01-30,19222,49198,0.6093,21171,10645,0.9888,0,0,0.0,7970,46371,0.8281,45934,44989,0.021,7070,32270,0.7809,22102,7773,1.8434,111788,101832,0.0978,14222,11648,0.221,36882,31767,0.161,0.4072060934402796,336493,330808,336493,286361,0
412,2015-01-31,19285,49204,0.6081,21169,10667,0.9845,0,0,0.0,7998,46374,0.8275,45942,44999,0.021,7081,32270,0.7806,22117,7813,1.8308,111793,101863,0.0975,14231,11655,0.221,36888,31835,0.1587,0.4062967803255317,336680,330984,336680,286504,0
413,2015-02-01,19352,49211,0.6068,21177,10688,0.9814,0,0,0.0,8029,46377,0.8269,45948,45008,0.0209,7095,32270,0.7801,22130,7854,1.8177,111817,101894,0.0974,14240,11661,0.2212,36885,31904,0.1561,0.4054122250027459,336867,331247,336867,286673,0
414,2015-02-02,19394,49218,0.606,21164,10710,0.9761,0,0,0.0,8059,46380,0.8262,45954,45017,0.0208,7109,32270,0.7797,22126,7895,1.8025,111846,101925,0.0973,14233,11667,0.2199,36893,31972,0.1539,0.4044930485916203,337054,331464,337054,286778,0
415,2015-02-03,19450,49224,0.6049,21178,10732,0.9734,0,0,0.0,8094,46384,0.8255,45955,45026,0.0206,7124,32270,0.7792,22122,7936,1.7876,111852,101956,0.0971,14219,11673,0.2181,36890,32041,0.1513,0.4034550856654865,337242,331794,337242,286884,0
416,2015-02-04,19502,49231,0.6039,21171,11020,0.9211,0,0,0.0,8129,46387,0.8248,45967,45035,0.0207,7134,32270,0.7789,22123,7977,1.7733,111857,101987,0.0968,14213,11680,0.2169,36902,32109,0.1493,0.4013905998294323,337696,331967,337696,286998,0
417,2015-02-05,19554,49238,0.6029,21171,11308,0.8722,0,0,0.0,8173,46390,0.8238,45954,45045,0.0202,7160,32270,0.7781,22124,8017,1.7596,111854,102019,0.0964,14207,11686,0.2157,36895,32178,0.1466,0.3991205112508909,338151,332219,338151,287092,0
418,2015-02-06,19611,49245,0.6018,21170,11596,0.8256,0,0,0.0,8219,46394,0.8228,45958,45054,0.0201,7173,32270,0.7777,22113,8058,1.7442,111883,102050,0.0964,14219,11692,0.2161,36895,32246,0.1442,0.3970644261012094,338605,332540,338605,287241,0
419,2015-02-07,19662,49245,0.6007,21178,11602,0.8254,0,0,0.0,8242,46394,0.8223,45964,45063,0.02,7190,32270,0.7772,22106,8099,1.7295,111909,102081,0.0963,14224,11699,0.2158,36900,32314,0.1419,0.3962546529030277,338767,332765,338767,287375,0
420,2015-02-08,19700,49245,0.6,21171,11608,0.8238,0,0,0.0,8270,46395,0.8217,45979,45072,0.0201,7203,32270,0.7768,22103,8140,1.7154,111918,102112,0.096,14223,11705,0.2151,36906,32383,0.1397,0.3954120319830053,338930,333042,338930,287473,0
421,2015-02-09,19740,49245,0.5991,21168,11615,0.8225,0,0,0.0,8300,46395,0.8211,45970,45082,0.0197,7224,32270,0.7761,22100,8181,1.7014,111929,102143,0.0958,14231,11711,0.2152,36905,32451,0.1373,0.3944817498444379,339093,333260,339093,287567,0
422,2015-02-10,19796,49246,0.598,21164,11621,0.8212,0,0,0.0,8319,46396,0.8207,45970,45084,0.0197,7243,32270,0.7756,22092,8221,1.6873,111906,102174,0.0952,14227,11717,0.2142,36909,32520,0.135,0.3934720515019941,339249,333583,339249,287626,0
423,2015-02-11,19837,49246,0.5972,21164,11620,0.8213,0,0,0.0,8349,46396,0.82,45972,45086,0.0197,7258,32270,0.7751,22097,8262,1.6745,111903,102205,0.0949,14229,11724,0.2137,36900,32588,0.1323,0.3926021738553965,339397,333851,339397,287709,0
424,2015-02-12,19905,49246,0.5958,21168,11618,0.822,0,0,0.0,8376,46397,0.8195,45964,45088,0.0194,7272,32270,0.7747,22098,8303,1.6614,111899,102237,0.0945,14222,11730,0.2124,36894,32657,0.1297,0.3916170415790497,339546,334215,339546,287798,0
425,2015-02-13,19969,49247,0.5945,21175,11617,0.8228,0,0,0.0,8402,46398,0.8189,45964,45090,0.0194,7274,32280,0.7747,22092,8344,1.6477,111912,102284,0.0941,14225,11736,0.2121,36895,32696,0.1284,0.390871730862075,339692,334380,339692,287908,0
426,2015-02-14,20021,49247,0.5935,21171,11616,0.8226,0,0,0.0,8444,46398,0.818,45977,45092,0.0196,7303,32291,0.7738,22098,8384,1.6357,111912,102331,0.0936,14226,11742,0.2115,36900,32736,0.1272,0.3900428734952345,339837,334678,339837,288052,0
427,2015-02-15,20072,49248,0.5924,21164,11615,0.8221,0,0,0.0,8463,46399,0.8176,45969,45094,0.0194,7328,32302,0.7731,22095,8425,1.6226,111916,102378,0.0932,14230,11749,0.2112,36899,32776,0.1258,0.3891983787567723,339986,334965,339986,288136,0
428,2015-02-16,20137,49249,0.5911,21162,11614,0.8221,0,0,0.0,8494,46399,0.8169,45963,45096,0.0192,7345,32313,0.7727,22101,8466,1.6106,111943,102426,0.0929,14240,11755,0.2114,36908,32816,0.1247,0.3884616063081021,340134,335249,340134,288293,0
429,2015-02-17,20184,49250,0.5902,21165,11612,0.8227,0,0,0.0,8518,46400,0.8164,45967,45098,0.0193,7351,32324,0.7726,22097,8507,1.5975,111938,102473,0.0924,14231,11761,0.21,36915,32855,0.1236,0.3877042435641236,340280,335332,340280,288366,0
430,2015-02-18,20254,49251,0.5888,21172,11656,0.8164,0,0,0.0,8541,46400,0.8159,45960,45115,0.0187,7360,32335,0.7724,22107,8548,1.5862,111973,102520,0.0922,14226,11767,0.209,36914,32895,0.1222,0.3867460431675805,340487,335554,340487,288507,0
431,2015-02-19,20334,49252,0.5871,21178,11700,0.8101,0,0,0.0,8575,46401,0.8152,45962,45132,0.0184,7369,32346,0.7722,22111,8588,1.5746,111966,102568,0.0916,14219,11774,0.2077,36916,32935,0.1209,0.3856106323525958,340696,335828,340696,288630,0
432,2015-02-20,20390,49253,0.586,21187,11744,0.8041,0,0,0.0,8598,46402,0.8147,45959,45149,0.0179,7382,32392,0.7721,22116,8629,1.563,111987,102615,0.0913,14225,11780,0.2076,36919,32975,0.1196,0.3847550441574592,340939,336085,340939,288763,0
433,2015-02-21,20462,49253,0.5846,21202,11786,0.7989,0,0,0.0,8629,46414,0.8141,45962,45166,0.0176,7401,32438,0.7718,22116,8670,1.5509,111972,102662,0.0907,14233,11786,0.2076,36924,33015,0.1184,0.3837656437761951,341190,336386,341190,288901,0
434,2015-02-22,20515,49254,0.5835,21196,11829,0.7919,0,0,0.0,8668,46426,0.8133,45961,45183,0.0172,7420,32484,0.7716,22125,8711,1.5399,111953,102709,0.09,14233,11792,0.207,36925,33054,0.1171,0.3827180018861182,341442,336494,341442,288996,0
435,2015-02-23,20591,49255,0.582,21187,11871,0.7848,0,0,0.0,8698,46438,0.8127,45961,45201,0.0168,7447,32530,0.7711,22116,8751,1.5273,111963,102757,0.0896,14234,11799,0.2064,36937,33094,0.1161,0.3816608915527252,341696,336739,341696,289134,0
436,2015-02-24,20649,49256,0.5808,21182,11913,0.7781,0,0,0.0,8720,46450,0.8123,45973,45204,0.017,7466,32576,0.7708,22118,8792,1.5157,111966,102804,0.0891,14229,11805,0.2053,36940,33134,0.1149,0.3807840109494815,341934,336995,341934,289243,0
437,2015-02-25,20721,49257,0.5793,21169,11938,0.7732,0,0,0.0,8743,46462,0.8118,45984,45207,0.0172,7481,32622,0.7707,22119,8833,1.5041,111982,102851,0.0888,14226,11811,0.2045,36948,33174,0.1138,0.3799739883970715,342155,337172,342155,289373,0
438,2015-02-26,20770,49258,0.5783,21166,11964,0.7691,0,0,0.0,8774,46474,0.8112,46000,45210,0.0175,7493,32669,0.7706,22125,8874,1.4932,111984,102899,0.0883,14238,11818,0.2048,36939,33214,0.1122,0.3792189964367077,342380,337363,342380,289489,0
439,2015-02-27,20839,49259,0.577,21172,11989,0.766,0,0,0.0,8794,46486,0.8108,46007,45213,0.0176,7509,32712,0.7705,22123,8915,1.4815,111978,102993,0.0872,14241,11819,0.2049,36940,33234,0.1115,0.3782995738719281,342620,337563,342620,289603,0
440,2015-02-28,20896,49268,0.5759,21180,11996,0.7656,0,0,0.0,8817,46493,0.8104,46012,45216,0.0176,7511,32756,0.7707,22116,8955,1.4697,112011,103087,0.0866,14236,11821,0.2043,36944,33254,0.111,0.3776126890790617,342846,337787,342846,289723,0
441,2015-03-01,20962,49277,0.5746,21183,12003,0.7648,0,0,0.0,8846,46500,0.8098,46031,45219,0.018,7525,32799,0.7706,22117,8996,1.4585,112035,103181,0.0858,14227,11823,0.2033,36940,33274,0.1102,0.3768305195410876,343072,337978,343072,289866,0
