Day,Date,Tierkidi sim,Tierkidi data,Tierkidi error,Pugnido sim,Pugnido data,Pugnido error,Jewi sim,Jewi data,Jewi error,Kule sim,Kule data,Kule error,Kakuma sim,Kakuma data,Kakuma error,Khartoum sim,Khartoum data,Khartoum error,West_Kordofan sim,West_Kordofan data,West_Kordofan error,Adjumani sim,Adjumani data,Adjumani error,Rhino sim,Rhino data,Rhino error,Kiryandongo sim,Kiryandongo data,Kiryandongo error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2013-12-15,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0
1,2013-12-16,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,109,1.0,0,0,0.0,0,46,1.0,0,694,1.0,0,77,1.0,0,3,1.0,1.0,929,0,929,0,0
2,2013-12-17,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,162,1.0,0,0,0.0,0,93,1.0,0,1388,1.0,0,108,1.0,0,3,1.0,1.0,1754,0,1754,0,0
3,2013-12-18,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,179,1.0,0,1,1.0,0,140,1.0,0,2083,1.0,0,118,1.0,0,36,1.0,1.0,2557,0,2557,0,0
4,2013-12-19,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,190,1.0,0,1,1.0,0,187,1.0,0,2777,1.0,0,171,1.0,0,67,1.0,1.0,3393,0,3393,0,0
5,2013-12-20,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,239,1.0,0,2,1.0,0,234,1.0,0,3472,1.0,0,178,1.0,0,84,1.0,1.0,4209,0,4209,0,0
6,2013-12-21,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,252,1.0,0,2,1.0,0,281,1.0,0,4166,1.0,0,268,1.0,0,124,1.0,1.0,5093,0,5093,0,0
7,2013-12-22,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,301,1.0,0,3,1.0,0,327,1.0,0,4860,1.0,0,291,1.0,0,142,1.0,1.0,5924,0,5924,0,0
8,2013-12-23,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,350,1.0,0,3,1.0,0,374,1.0,0,5555,1.0,0,418,1.0,0,241,1.0,1.0,6941,0,6941,0,0
9,2013-12-24,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,358,1.0,0,4,1.0,0,421,1.0,0,6249,1.0,0,733,1.0,0,356,1.0,1.0,8121,0,8121,0,0
10,2013-12-25,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,461,1.0,0,4,1.0,0,468,1.0,0,6944,1.0,0,869,1.0,0,441,1.0,1.0,9187,0,9187,0,0
11,2013-12-26,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,663,1.0,0,5,1.0,0,515,1.0,0,7638,1.0,0,966,1.0,0,495,1.0,1.0,10282,190,10282,0,0
12,2013-12-27,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,716,1.0,0,5,1.0,0,562,1.0,10,8332,0.9988,40,1029,0.9611,0,560,1.0,0.9955373081042485,11204,602,11204,50,0
13,2013-12-28,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,734,1.0,0,6,1.0,0,608,1.0,27,9027,0.997,85,1191,0.9286,0,643,1.0,0.9908264395118356,12209,1002,12209,112,0
14,2013-12-29,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,894,1.0,0,6,1.0,0,655,1.0,57,9721,0.9941,136,1471,0.9075,1,692,0.9986,0.9855644021132524,13439,1392,13439,194,0
15,2013-12-30,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1056,1.0,0,7,1.0,0,702,1.0,148,10416,0.9858,181,1737,0.8958,20,710,0.9718,0.9761416461580532,14628,2107,14628,349,0
16,2013-12-31,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,7,1323,0.9947,0,7,1.0,0,749,1.0,243,11110,0.9781,241,2637,0.9086,47,726,0.9353,0.9674963750604156,16552,2852,16552,538,0
17,2014-01-01,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,27,1616,0.9833,0,8,1.0,0,796,1.0,330,11805,0.972,301,2369,0.8729,74,793,0.9067,0.957899580146086,17387,3515,17387,732,0
18,2014-01-02,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,44,2044,0.9785,0,8,1.0,0,843,1.0,439,12499,0.9649,360,2690,0.8662,108,918,0.8824,0.9499526365645722,19002,4268,19002,951,0
19,2014-01-03,0,0,0.0,1,0,0.0,0,0,0.0,0,0,0.0,66,2145,0.9692,0,9,1.0,0,889,1.0,554,13193,0.958,458,3016,0.8481,136,1003,0.8644,0.940113552209331,20255,5138,20255,1215,0
20,2014-01-04,0,0,0.0,3,0,0.0,0,0,0.0,0,0,0.0,110,2523,0.9564,0,9,1.0,0,936,1.0,694,13888,0.95,557,3251,0.8287,162,1070,0.8486,0.9298795958850394,21677,6037,21677,1526,0
21,2014-01-05,0,0,0.0,4,0,0.0,0,0,0.0,0,0,0.0,174,2993,0.9419,0,10,1.0,0,983,1.0,844,14582,0.9421,651,3590,0.8187,193,1097,0.8241,0.9201032036121264,23255,6997,23255,1866,0
22,2014-01-06,0,0,0.0,6,0,0.0,0,0,0.0,0,0,0.0,228,3638,0.9373,0,10,1.0,0,1030,1.0,974,15277,0.9362,762,3715,0.7949,236,1187,0.8012,0.911735124914511,24857,7925,24857,2206,0
23,2014-01-07,0,0,0.0,6,0,0.0,0,0,0.0,0,0,0.0,301,4271,0.9295,0,11,1.0,0,1077,1.0,1128,15971,0.9294,878,3759,0.7664,288,1313,0.7807,0.9019392470267404,26402,8938,26402,2601,0
24,2014-01-08,0,0,0.0,8,0,0.0,0,0,0.0,0,0,0.0,363,4888,0.9257,0,11,1.0,0,1124,1.0,1284,16665,0.923,990,3854,0.7431,337,1419,0.7625,0.8939236794106077,27961,9961,27961,2982,0
25,2014-01-09,0,0,0.0,11,0,0.0,0,0,0.0,0,0,0.0,426,5640,0.9245,0,37,1.0,0,1170,1.0,1473,17360,0.9151,1137,4003,0.716,378,1448,0.739,0.885258614876256,29658,11068,29658,3425,0
26,2014-01-10,0,0,0.0,13,0,0.0,0,0,0.0,0,0,0.0,533,6162,0.9135,0,63,1.0,0,1217,1.0,1651,18054,0.9086,1271,4082,0.6886,431,1484,0.7096,0.8753138883523276,31062,12259,31062,3899,0
27,2014-01-11,0,0,0.0,17,0,0.0,0,0,0.0,0,0,0.0,625,6729,0.9071,0,89,1.0,0,1264,1.0,1827,18749,0.9026,1437,4161,0.6547,492,1498,0.6716,0.8656817482302247,32490,13445,32490,4398,0
28,2014-01-12,0,0,0.0,21,0,0.0,0,0,0.0,0,0,0.0,778,7093,0.8903,0,115,1.0,0,1311,1.0,2061,19443,0.894,1567,4240,0.6304,543,1508,0.6399,0.8538119252447345,33710,14840,33710,4970,0
29,2014-01-13,0,0,0.0,25,0,0.0,0,0,0.0,0,0,0.0,961,7532,0.8724,0,118,1.0,0,1358,1.0,2274,20137,0.8871,1722,4319,0.6013,607,1520,0.6007,0.8416704779327693,34984,16397,34984,5589,0
30,2014-01-14,0,0,0.0,28,0,0.0,0,0,0.0,0,0,0.0,1118,8274,0.8649,0,121,1.0,0,1405,1.0,2549,20832,0.8776,1893,4398,0.5696,683,1525,0.5521,0.8299822185747504,36555,18158,36555,6271,0
31,2014-01-15,0,0,0.0,37,0,0.0,0,0,0.0,0,0,0.0,1307,8661,0.8491,1,123,0.9919,0,1452,1.0,2756,21526,0.872,2081,4477,0.5352,727,1754,0.5855,0.8200984391861659,37993,19540,37993,6909,0
32,2014-01-16,0,0,0.0,50,0,0.0,0,0,0.0,0,0,0.0,1496,9125,0.8361,2,126,0.9841,34,1498,0.9773,3047,22221,0.8629,2280,4556,0.4996,804,1983,0.5946,0.8073097268976689,39509,21358,39509,7713,0
33,2014-01-17,0,0,0.0,60,0,0.0,0,0,0.0,0,0,0.0,1659,9389,0.8233,3,126,0.9762,59,1545,0.9618,3281,22915,0.8568,2494,4635,0.4619,869,2213,0.6073,0.7965607623153614,40823,23029,40823,8425,0
34,2014-01-18,0,0,0.0,70,0,0.0,0,0,0.0,0,0,0.0,1853,9854,0.812,4,126,0.9683,97,1592,0.9391,3537,23610,0.8502,2686,4713,0.4301,932,2442,0.6183,0.7864988071899285,42337,24650,42337,9179,0
35,2014-01-19,0,0,0.0,86,0,0.0,0,0,0.0,0,0,0.0,2038,10158,0.7994,4,126,0.9683,122,1639,0.9256,3798,24304,0.8437,2887,4792,0.3975,999,2671,0.626,0.7765621423666743,43690,26304,43690,9934,0
36,2014-01-20,0,0,0.0,104,0,0.0,0,0,0.0,0,0,0.0,2241,10622,0.789,4,126,0.9683,168,1686,0.9004,4061,24998,0.8375,3100,4871,0.3636,1081,2900,0.6272,0.7665862885206735,45203,27886,45203,10759,0
37,2014-01-21,0,0,0.0,119,0,0.0,0,0,0.0,0,0,0.0,2433,10708,0.7728,6,126,0.9524,205,1733,0.8817,4310,25693,0.8323,3302,4950,0.3329,1167,3129,0.627,0.7560586115367185,46339,29435,46339,11542,0
38,2014-01-22,0,0,0.0,135,0,0.0,0,0,0.0,0,0,0.0,2637,11114,0.7627,6,126,0.9524,264,1779,0.8516,4586,26387,0.8262,3490,5029,0.306,1235,3358,0.6322,0.7471805494528487,47793,30850,47793,12353,0
39,2014-01-23,0,0,0.0,150,0,0.0,0,0,0.0,0,0,0.0,2839,11574,0.7547,7,126,0.9444,314,1826,0.828,4828,27082,0.8217,3700,5108,0.2756,1298,3588,0.6382,0.7396560116826221,49304,32264,49304,13136,0
40,2014-01-24,0,0,0.0,162,0,0.0,0,0,0.0,0,0,0.0,3045,11728,0.7404,9,126,0.9286,368,1873,0.8035,5076,27776,0.8173,3870,5187,0.2539,1365,3817,0.6424,0.7313045716435346,50507,33648,50507,13895,0
41,2014-01-25,0,0,0.0,185,0,0.0,0,0,0.0,0,0,0.0,3279,12088,0.7287,9,126,0.9286,428,1920,0.7771,5340,28470,0.8124,4050,5266,0.2309,1411,4046,0.6513,0.7239386701594884,51916,35059,51916,14702,0
42,2014-01-26,0,0,0.0,209,0,0.0,0,0,0.0,0,0,0.0,3490,12387,0.7183,10,126,0.9206,485,1967,0.7534,5582,29165,0.8086,4230,5345,0.2086,1483,4275,0.6531,0.7170562282924998,53265,36460,53265,15489,0
43,2014-01-27,0,0,0.0,236,0,0.0,0,0,0.0,0,0,0.0,3697,12618,0.707,11,155,0.929,551,2014,0.7264,5818,29859,0.8052,4437,5423,0.1818,1536,4504,0.659,0.7102230040496216,54573,37740,54573,16286,0
44,2014-01-28,0,0,0.0,262,0,0.0,0,0,0.0,0,0,0.0,3931,12891,0.6951,11,184,0.9402,624,2060,0.6971,6076,30554,0.8011,4632,5502,0.1581,1616,4733,0.6586,0.7026679064444603,55924,39157,55924,17152,0
45,2014-01-29,0,0,0.0,299,0,0.0,0,0,0.0,0,0,0.0,4138,13216,0.6869,13,213,0.939,671,2107,0.6815,6308,31248,0.7981,4840,5581,0.1328,1689,4963,0.6597,0.6971811331286631,57328,40504,57328,17958,0
46,2014-01-30,0,0,0.0,343,0,0.0,0,0,0.0,0,0,0.0,4348,13515,0.6783,15,227,0.9339,725,2154,0.6634,6587,31943,0.7938,5048,5660,0.1081,1756,5192,0.6618,0.6909918045356187,58691,41965,58691,18822,0
47,2014-01-31,0,0,0.0,394,0,0.0,0,0,0.0,0,0,0.0,4585,13855,0.6691,17,240,0.9292,791,2201,0.6406,6873,32637,0.7894,5237,5739,0.0875,1832,5421,0.6621,0.684805218577871,60093,43311,60093,19729,0
48,2014-02-01,0,0,0.0,441,8,54.125,0,0,0.0,0,0,0.0,4812,14277,0.663,17,254,0.9331,845,2248,0.6241,7141,33331,0.7858,5431,5818,0.0665,1900,5650,0.6637,0.6797811190855064,61586,44537,61586,20587,0
49,2014-02-02,0,0,0.0,500,17,28.4118,0,0,0.0,0,0,0.0,5051,14469,0.6509,21,268,0.9216,919,2295,0.5996,7448,34026,0.7811,5640,5897,0.0436,1969,5879,0.6651,0.6725270878744968,62851,45930,62851,21548,0
50,2014-02-03,0,0,0.0,552,26,20.2308,0,0,0.0,0,0,0.0,5278,14652,0.6398,23,281,0.9181,992,2341,0.5762,7745,34720,0.7769,5848,5976,0.0214,2031,6108,0.6675,0.6659022837888431,64104,47298,64104,22469,0
51,2014-02-04,0,0,0.0,614,34,17.0588,0,0,0.0,0,0,0.0,5517,15107,0.6348,25,295,0.9153,1077,2388,0.549,7985,35415,0.7745,6053,6055,0.0003,2099,6338,0.6688,0.6615980009751341,65632,48576,65632,23370,0
52,2014-02-05,0,0,0.0,653,43,14.186,0,0,0.0,0,0,0.0,5738,15402,0.6275,26,295,0.9119,1154,2435,0.5261,8234,36109,0.772,6238,6133,0.0171,2158,6567,0.6714,0.6600531470201839,66984,49899,66984,24201,0
53,2014-02-06,0,0,0.0,702,52,12.5,0,0,0.0,0,0,0.0,5963,15676,0.6196,30,296,0.8986,1238,2482,0.5012,8489,36803,0.7693,6450,6212,0.0383,2233,6796,0.6714,0.6585183775634176,68317,51222,68317,25105,0
54,2014-02-07,0,0,0.0,761,60,11.6833,0,0,0.0,0,0,0.0,6196,16051,0.614,35,297,0.8822,1296,2529,0.4875,8777,37498,0.7659,6651,6291,0.0572,2302,7025,0.6723,0.6574099296067439,69751,52463,69751,26018,0
55,2014-02-08,0,0,0.0,821,69,10.8986,0,0,0.0,0,0,0.0,6391,16365,0.6095,36,298,0.8792,1373,2576,0.467,9045,38192,0.7632,6871,6370,0.0786,2364,7254,0.6741,0.6570074798942691,71124,53722,71124,26901,0
56,2014-02-09,0,0,0.0,902,78,10.5641,0,0,0.0,0,0,0.0,6612,16745,0.6051,40,298,0.8658,1439,2623,0.4514,9282,38887,0.7613,7064,6449,0.0954,2442,7483,0.6737,0.6568085663492413,72563,54948,72563,27781,0
57,2014-02-10,0,0,0.0,971,86,10.2907,0,0,0.0,0,0,0.0,7155,16984,0.5787,43,299,0.8562,1517,2669,0.4316,9547,39581,0.7588,7262,6528,0.1124,2507,7713,0.675,0.6511779041429732,73860,56085,73860,29002,0
58,2014-02-11,0,0,0.0,1036,95,9.9053,0,0,0.0,0,0,0.0,7472,17155,0.5644,50,398,0.8744,1584,2716,0.4168,9817,40275,0.7563,7460,6607,0.1291,2575,7942,0.6758,0.6488003404798638,75188,57210,75188,29994,0
59,2014-02-12,0,0,0.0,1110,159,5.9811,0,0,0.0,0,0,0.0,7763,17400,0.5539,56,406,0.8621,1665,2656,0.3731,10083,40970,0.7539,7684,6686,0.1493,2639,8171,0.677,0.6454845123482629,76448,58497,76448,31000,0
60,2014-02-13,0,0,0.0,1173,175,5.7029,0,0,0.0,0,0,0.0,8041,17547,0.5417,64,414,0.8454,1751,2596,0.3255,10337,41664,0.7519,7900,6765,0.1678,2702,8400,0.6783,0.6428359613723392,77561,59832,77561,31968,0
61,2014-02-14,0,0,0.0,1246,248,4.0242,0,0,0.0,0,0,0.0,8298,17917,0.5369,70,422,0.8341,1834,2536,0.2768,10604,42359,0.7497,8116,6843,0.186,2773,8629,0.6786,0.6403095473313575,78954,61100,78954,32941,0
62,2014-02-15,0,0,0.0,1319,256,4.1523,0,0,0.0,0,0,0.0,8547,18059,0.5267,72,430,0.8326,1906,2476,0.2302,10873,43053,0.7475,8337,6922,0.2044,2849,8858,0.6784,0.6384065755614959,80054,62489,80054,33903,0
63,2014-02-16,0,0,0.0,1406,264,4.3258,0,0,0.0,0,0,0.0,8855,18304,0.5162,75,437,0.8284,1999,2416,0.1726,11141,43748,0.7453,8531,7001,0.2185,2932,9088,0.6774,0.6357897068596323,81258,63937,81258,34939,0
64,2014-02-17,0,0,0.0,1474,272,4.4191,0,0,0.0,0,0,0.0,9162,18607,0.5076,82,445,0.8157,2090,2356,0.1129,11407,44442,0.7433,8755,7080,0.2366,2998,9317,0.6782,0.6338540214980792,82519,65283,82519,35968,0
65,2014-02-18,0,0,0.0,1563,279,4.6022,0,0,0.0,0,0,0.0,9437,18741,0.4965,88,453,0.8057,2182,2296,0.0497,11711,45136,0.7405,9003,7159,0.2576,3074,9546,0.678,0.6315990910178209,83610,66869,83610,37058,0
66,2014-02-19,0,0,0.0,1641,292,4.6199,0,0,0.0,0,0,0.0,9729,19203,0.4934,96,461,0.7918,2267,2236,0.0139,12006,45831,0.738,9243,7238,0.277,3153,9775,0.6774,0.6311562161907898,85036,68402,85036,38135,0
67,2014-02-20,0,0,0.0,1722,305,4.6459,0,0,0.0,0,0,0.0,10013,19507,0.4867,100,636,0.8428,2344,2236,0.0483,12317,46525,0.7353,9456,7317,0.2923,3227,10004,0.6774,0.6319080087830811,86530,69746,86530,39179,0
68,2014-02-21,0,0,0.0,1808,327,4.5291,0,0,0.0,0,0,0.0,10287,19871,0.4823,108,811,0.8668,2428,2236,0.0859,12586,47220,0.7335,9667,7396,0.3071,3292,10233,0.6783,0.6334824165096374,88094,71053,88094,40176,0
69,2014-02-22,0,0,0.0,1882,349,4.3926,0,0,0.0,0,0,0.0,10542,20002,0.473,112,985,0.8863,2527,2236,0.1301,12875,47914,0.7313,9881,7475,0.3219,3382,10463,0.6768,0.6338678654499911,89424,72345,89424,41201,0
70,2014-02-23,0,0,0.0,1951,370,4.273,0,0,0.0,0,0,0.0,10822,20363,0.4685,123,1160,0.894,2611,2236,0.1677,13153,48608,0.7294,10114,7553,0.3391,3457,10692,0.6767,0.6351256292453452,90982,73603,90982,42231,0
71,2014-02-24,0,0,0.0,2021,392,4.1556,0,0,0.0,0,0,0.0,11083,20649,0.4633,137,1263,0.8915,2701,2236,0.208,13471,49303,0.7268,10318,7632,0.3519,3533,10921,0.6765,0.635222303995844,92396,74911,92396,43264,0
72,2014-02-25,0,0,0.0,2107,413,4.1017,0,0,0.0,0,0,0.0,11333,20833,0.456,148,1366,0.8917,2791,2236,0.2482,13772,49997,0.7245,10553,7711,0.3686,3606,11150,0.6766,0.6357970674236442,93706,76260,93706,44310,0
73,2014-02-26,2,0,0.0,2177,435,4.0046,0,0,0.0,0,0,0.0,11574,21111,0.4518,155,1469,0.8945,2885,2236,0.2903,14067,50692,0.7225,10781,7790,0.384,3689,11379,0.6758,0.6366178820758684,95112,77491,95112,45330,0
74,2014-02-27,41,744,0.9449,2248,457,3.919,0,0,0.0,0,0,0.0,11814,21383,0.4475,162,1572,0.8969,2986,2236,0.3354,14349,51386,0.7208,10997,7869,0.3975,3766,11608,0.6756,0.6398642743303686,97255,78773,97255,46363,0
75,2014-02-28,87,1489,0.9416,2318,478,3.8494,0,0,0.0,0,0,0.0,12101,21731,0.4431,175,1675,0.8955,3066,2236,0.3712,14617,52081,0.7193,11217,7948,0.4113,3842,11838,0.6755,0.642677630785315,99476,80113,99476,47423,0
76,2014-03-01,127,2234,0.9432,2382,500,3.764,0,0,0.0,0,0,0.0,12392,22191,0.4416,187,1778,0.8948,3144,2236,0.4061,14884,52562,0.7168,11438,8027,0.4249,3920,11939,0.6717,0.6444952546148008,101467,81354,101467,48474,0
77,2014-03-02,166,2979,0.9443,2444,521,3.691,0,0,0.0,0,0,0.0,12666,22465,0.4362,195,1881,0.8963,3232,2236,0.4454,15126,53043,0.7148,11651,8106,0.4373,3982,12041,0.6693,0.6462351847548222,103272,82674,103272,49462,0
78,2014-03-03,208,3724,0.9441,2529,543,3.6575,0,0,0.0,0,0,0.0,12931,22785,0.4325,201,2030,0.901,3326,2236,0.4875,15410,53524,0.7121,11899,8185,0.4538,4057,12143,0.6659,0.6483693068365504,105170,84209,105170,50561,0
79,2014-03-04,250,4469,0.9441,2596,565,3.5947,0,0,0.0,0,0,0.0,13195,23204,0.4313,209,2179,0.9041,3408,2236,0.5242,15681,54005,0.7096,12101,8263,0.4645,4149,12245,0.6612,0.6500102644495456,107166,85500,107166,51589,0
80,2014-03-05,299,5214,0.9427,2688,586,3.587,0,0,0.0,0,0,0.0,13489,23550,0.4272,218,2328,0.9064,3514,2236,0.5716,15966,54486,0.707,12311,8342,0.4758,4218,12347,0.6584,0.6516147365912237,109089,86933,109089,52703,0
81,2014-03-06,335,5959,0.9438,2751,608,3.5247,0,0,0.0,0,0,0.0,13819,23768,0.4186,234,2478,0.9056,3634,2236,0.6252,16227,54968,0.7048,12560,8421,0.4915,4293,12449,0.6552,0.6528628243166467,110887,88529,110887,53853,0
82,2014-03-07,390,6704,0.9418,2813,629,3.4722,0,0,0.0,0,0,0.0,14133,24267,0.4176,246,2627,0.9064,3753,2236,0.6784,16493,55449,0.7026,12747,8500,0.4996,4361,12550,0.6525,0.6543970538765248,112962,90096,112962,54936,0
83,2014-03-08,415,7449,0.9443,2896,651,3.4485,0,0,0.0,1,0,0.0,14469,24627,0.4125,262,2776,0.9056,3867,2236,0.7294,16766,55930,0.7002,12960,8579,0.5107,4423,12652,0.6504,0.6558485639686684,114900,91542,114900,56059,0
84,2014-03-09,459,8194,0.944,2984,672,3.4405,0,0,0.0,1,0,0.0,14799,24993,0.4079,275,2925,0.906,4004,2236,0.7907,17045,56411,0.6978,13187,8658,0.5231,4486,12754,0.6483,0.6574891093176314,116843,93231,116843,57240,0
85,2014-03-10,500,8939,0.9441,3061,694,3.4107,0,0,0.0,1,0,0.0,15125,25505,0.407,283,3074,0.9079,4098,2236,0.8327,17354,56892,0.695,13407,8737,0.5345,4553,12856,0.6458,0.6587826759604147,118933,94939,118933,58382,0
86,2014-03-11,550,9684,0.9432,3139,716,3.3841,0,0,0.0,1,0,0.0,15439,25885,0.4036,291,3224,0.9097,4218,2236,0.8864,17631,57374,0.6927,13618,8816,0.5447,4623,12958,0.6432,0.6600795744997643,120893,96704,120893,59510,0
87,2014-03-12,594,10429,0.943,3208,737,3.3528,0,0,0.0,1,0,0.0,15760,26276,0.4002,301,3373,0.9108,4340,2236,0.941,17944,57855,0.6898,13762,8895,0.5472,4711,13060,0.6393,0.6603071764026013,122861,98440,122861,60621,0
88,2014-03-13,652,11174,0.9417,3290,759,3.3347,0,0,0.0,1,0,0.0,16080,26546,0.3943,317,4120,0.9231,4450,2236,0.9902,18275,58336,0.6867,13854,8973,0.544,4815,13161,0.6341,0.6609871912533418,125305,100172,125305,61734,0
89,2014-03-14,694,11918,0.9418,3370,780,3.3205,0,0,0.0,1,0,0.0,16441,26885,0.3885,332,4867,0.9318,4571,2236,1.0443,18629,58817,0.6833,13937,8971,0.5536,4905,13372,0.6332,0.6629069349060589,127846,102091,127846,62880,0
90,2014-03-15,735,12663,0.942,3445,802,3.2955,0,0,0.0,1,0,0.0,16808,27189,0.3818,340,5614,0.9394,4708,2236,1.1055,18951,59298,0.6804,14018,8968,0.5631,4995,13582,0.6322,0.6649917147416227,130352,103945,130352,64001,0
91,2014-03-16,783,13408,0.9416,3512,824,3.2621,0,0,0.0,1,0,0.0,17143,27570,0.3782,354,6362,0.9444,4838,2236,1.1637,19281,59780,0.6775,14075,8966,0.5698,5103,13793,0.63,0.6668396783487164,132939,105746,132939,65090,0
92,2014-03-17,822,14153,0.9419,3589,845,3.2473,0,0,0.0,1,0,0.0,17520,27918,0.3724,369,7109,0.9481,4972,2236,1.2236,19664,60261,0.6737,14110,8963,0.5742,5216,14004,0.6275,0.6678180516499495,135489,107640,135489,66263,0
93,2014-03-18,867,14898,0.9418,3677,867,3.2411,0,0,0.0,1,0,0.0,17904,28169,0.3644,383,7856,0.9512,5109,2236,1.2849,20039,60742,0.6701,14136,8961,0.5775,5329,14214,0.6251,0.6685080069303988,137943,109806,137943,67445,0
94,2014-03-19,916,15643,0.9414,3761,888,3.2354,0,0,0.0,1,0,0.0,18253,28517,0.3599,391,8603,0.9546,5233,2236,1.3403,20424,61223,0.6664,14158,8958,0.5805,5449,14425,0.6223,0.6694212523043853,140493,111975,140493,68586,0
95,2014-03-20,962,16388,0.9413,3849,910,3.2297,0,0,0.0,2,0,0.0,18629,28773,0.3526,408,8739,0.9533,5373,2236,1.403,20811,61704,0.6627,14173,8956,0.5825,5576,14635,0.619,0.6684511138744283,142341,114392,142341,69783,0
96,2014-03-21,1019,17133,0.9405,3933,932,3.22,0,0,0.0,2,0,0.0,19012,29119,0.3471,423,8876,0.9523,5506,2236,1.4624,21226,62186,0.6587,14183,8953,0.5842,5703,14846,0.6159,0.6673089318759919,144281,116790,144281,71007,0
97,2014-03-22,1079,17878,0.9396,4020,953,3.2183,0,0,0.0,2,0,0.0,19397,29349,0.3391,434,9012,0.9518,5663,2236,1.5326,21645,62667,0.6546,14194,8951,0.5857,5835,15056,0.6124,0.6660483771611614,146102,119231,146102,72269,0
98,2014-03-23,1143,18623,0.9386,4089,975,3.1938,0,0,0.0,3,0,0.0,19710,29455,0.3308,452,9148,0.9506,5798,2236,1.593,22047,63148,0.6509,14202,8948,0.5872,5956,15267,0.6099,0.6648579161028417,147800,121559,147800,73400,0
99,2014-03-24,1189,19368,0.9386,4193,996,3.2098,0,0,0.0,4,0,0.0,20063,29720,0.3249,458,9284,0.9507,5936,2236,1.6547,22480,63629,0.6467,14198,8946,0.5871,6101,15477,0.6058,0.6637889560057733,149656,123866,149656,74622,0
100,2014-03-25,1254,20113,0.9377,4282,1018,3.2063,0,0,0.0,5,0,0.0,20446,29874,0.3156,468,9421,0.9503,6085,2236,1.7214,22926,64110,0.6424,14205,8944,0.5882,6269,15688,0.6004,0.6619508071120974,151404,126181,151404,75940,0
101,2014-03-26,1309,20858,0.9372,4378,1040,3.2096,0,0,0.0,5,0,0.0,20821,30050,0.3071,480,9557,0.9498,6224,2236,1.7835,23401,64592,0.6377,14204,8941,0.5886,6434,15899,0.5953,0.6600706390813003,153173,128367,153173,77256,0
102,2014-03-27,1371,21603,0.9365,4471,1061,3.2139,0,0,0.0,6,0,0.0,21169,30265,0.3005,490,9693,0.9494,6371,2236,1.8493,23891,65073,0.6329,14215,8939,0.5902,6586,16109,0.5912,0.6585601920260165,154979,130582,154979,78570,0
103,2014-03-28,1437,22348,0.9357,4557,1083,3.2078,0,0,0.0,6,0,0.0,21530,30373,0.2911,502,9829,0.9489,6516,2236,1.9141,24407,65554,0.6277,14227,8936,0.5921,6783,16320,0.5844,0.6562206804996202,156679,132561,156679,79965,0
104,2014-03-29,1522,23092,0.9341,4672,1104,3.2319,0,0,0.0,6,0,0.0,21849,30503,0.2837,519,9966,0.9479,6672,2236,1.9839,24928,66035,0.6225,14220,8934,0.5917,6948,16530,0.5797,0.6543939393939394,158400,134753,158400,81336,0
105,2014-03-30,1581,23837,0.9337,4771,1126,3.2371,0,0,0.0,6,0,0.0,22206,30984,0.2833,535,10102,0.947,6814,2236,2.0474,25409,66516,0.618,14219,8931,0.5921,7106,16741,0.5755,0.6534432583674512,160473,136931,160473,82647,0
106,2014-03-31,1660,24582,0.9325,4891,1148,3.2605,0,0,0.0,6,0,0.0,22510,31198,0.2785,547,10238,0.9466,6959,2236,2.1123,25916,66998,0.6132,14216,8929,0.5921,7272,16951,0.571,0.6520889820064086,162280,138781,162280,83977,0
107,2014-04-01,1725,25327,0.9319,4980,1185,3.2025,0,0,0.0,6,0,0.0,22861,31542,0.2752,562,10374,0.9458,7107,2236,2.1784,26426,67152,0.6065,14216,8926,0.5927,7424,17063,0.5649,0.6496871279875461,163805,141581,163805,85307,0
108,2014-04-02,1782,26072,0.9317,5101,1223,3.1709,0,0,0.0,7,0,0.0,23187,31612,0.2665,577,10511,0.9451,7248,2236,2.2415,26914,67306,0.6001,14207,8924,0.592,7597,17175,0.5577,0.6470353025281869,165059,143652,165059,86620,0
